,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.34,1.44,0.73,0.8,0.7,0.51,1.41,1.79,1.12,1.44,1.47,0.99,1.97,1.52,1.84,1.16
e_1,0.91,2.33,0.67,1.12,0.72,0.57,1.61,2.96,1.33,1.68,1.78,1.7,1.86,1.45,1.94,0.88
d_1,0.87,0.86,2.44,0.62,0.7,0.71,1.52,1.09,1.36,3.0,2.0,1.85,2.4,1.45,2.09,1.43
c_1,0.92,0.75,0.84,2.46,1.35,0.67,1.4,1.42,1.45,0.89,1.03,1.58,2.31,1.38,1.78,1.21
b_1,0.8,0.76,0.81,0.96,2.63,1.27,1.44,1.64,1.3,1.54,1.09,1.56,1.96,1.08,2.01,1.28
a_1,0.92,0.84,0.85,0.85,0.72,3.16,1.84,1.79,1.45,1.76,2.01,1.66,2.13,1.2,2.09,1.36
h_1,1.25,0.87,0.91,0.96,0.8,0.67,3.28,1.85,1.92,1.67,1.74,1.62,1.78,1.51,2.87,1.47
d_0,0.99,0.9,0.64,1.64,0.86,0.54,1.83,2.94,1.28,1.34,1.61,1.88,2.19,1.61,2.34,1.65
g_1,0.95,0.8,1.42,0.84,0.75,0.67,1.57,1.3,3.59,1.71,1.75,2.64,2.15,1.51,1.54,1.53
c_0,1.05,1.01,1.09,0.69,0.54,0.59,1.84,1.99,1.44,3.16,3.68,1.83,2.48,2.29,2.5,1.77
b_0,1.05,0.99,1.1,0.87,0.46,0.49,2.04,2.14,1.63,2.15,3.25,2.11,2.42,3.43,2.63,1.81
f_0,0.72,0.77,1.01,0.93,1.0,0.69,2.01,2.1,1.67,2.01,2.0,3.19,2.47,1.64,2.09,3.26
h_0,1.26,0.86,0.98,0.91,0.92,0.57,1.32,1.6,2.17,1.55,1.66,1.79,1.97,1.58,2.72,1.4
a_0,1.06,0.95,1.01,1.01,0.8,0.48,1.98,2.11,1.55,1.77,1.89,1.85,2.51,3.28,2.21,1.5
g_0,0.85,0.89,1.33,0.98,0.8,0.76,1.66,1.73,1.23,1.8,1.93,2.65,2.37,1.48,1.53,1.74
e_0,1.09,0.63,1.1,0.89,0.86,0.67,2.08,1.73,1.91,1.82,2.02,1.86,2.71,1.6,2.17,3.83
