,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,109.08,64.45,60.6,94.43,101.6,309.0,8038.77,25757.11,15399.78,15401.28,24151.11,50128.19,114031.8,81309.08,163445.24,102326.76
f_1,76.11,123.92,56.28,69.67,97.02,266.78,6799.53,14261.3,14966.12,14867.09,24315.91,31294.46,88573.64,86463.13,153192.61,136470.97
d_1,53.33,71.98,124.93,73.18,82.54,298.63,7905.73,9823.15,22428.79,11093.47,28003.03,47777.4,94060.68,89155.02,130345.01,146253.44
c_1,44.1,59.53,51.26,146.42,152.03,283.76,6398.39,12335.25,8033.77,12242.17,15841.62,40651.41,97214.86,63668.68,130263.45,153958.19
b_1,42.87,46.92,58.37,54.35,186.78,451.49,6423.3,11471.27,12523.12,11547.34,13998.19,36847.32,83048.31,69905.12,122353.34,131671.6
a_1,28.55,35.63,39.36,48.54,47.42,475.6,5170.73,8290.91,8933.82,8335.34,16625.57,28893.25,65755.33,47481.89,87911.67,96573.45
h_1,12.25,21.69,19.34,19.83,25.76,70.6,3242.51,3998.48,4113.32,5072.11,6136.64,10907.99,18788.8,22678.66,49599.41,40492.15
d_0,9.53,14.86,11.38,27.24,25.62,64.74,1751.51,4514.85,2571.24,3609.99,5152.19,10300.76,24545.17,15785.07,35079.93,35761.83
c_0,11.25,14.77,13.71,14.6,20.98,71.36,1903.69,3593.05,4653.64,3491.43,9177.07,11307.85,21707.16,25540.04,35261.28,36529.89
g_1,12.02,13.2,18.43,15.79,20.65,55.44,1472.82,3030.39,3202.08,5338.34,5243.39,14970.24,18532.94,16595.65,26307.78,37425.12
b_0,10.62,12.59,11.48,16.61,15.94,43.83,1552.2,2798.15,2649.07,3081.21,6760.86,9462.01,24757.56,31040.94,28400.72,32961.9
f_0,7.18,8.96,10.22,12.36,17.95,52.49,1503.93,2192.88,2137.76,1936.8,4183.93,11173.0,16926.16,14961.83,23048.68,42422.82
h_0,6.57,10.49,8.54,9.21,12.81,34.03,822.93,1823.3,1971.48,2394.48,2646.5,5841.11,11158.91,11023.5,23964.68,16958.75
a_0,7.46,7.24,8.09,10.58,13.51,26.42,1128.22,1929.71,1824.16,2092.54,2837.19,5508.88,14518.3,18735.57,20912.0,17899.53
g_0,5.67,6.2,10.9,8.53,11.27,25.65,765.05,1500.95,1681.3,1207.22,2903.53,7388.91,9896.3,8588.98,13936.03,16449.44
e_0,4.29,7.47,7.5,7.46,10.48,36.23,1011.39,1373.32,1655.89,1595.45,2670.24,4540.98,13539.86,10030.07,19246.71,26711.88
