,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.73,1.23,0.96,1.11,0.83,1.08,1.45,0.98,1.03,1.02,1.19,1.09,1.07,1.17,1.06
f_1,1.36,1.0,0.95,0.91,0.92,0.94,0.77,0.98,0.95,0.85,0.94,0.97,0.85,0.82,0.76,0.99
c_1,0.81,1.07,1.0,1.05,1.3,1.06,1.07,0.69,1.07,0.86,0.8,0.97,0.98,0.98,0.93,0.94
d_1,1.03,1.11,0.95,1.0,0.98,0.86,1.06,0.92,0.83,1.25,1.07,0.92,0.95,1.12,1.01,0.83
b_1,0.89,1.11,0.77,1.01,1.0,1.48,0.96,0.97,1.07,1.18,1.19,1.0,1.14,0.95,0.99,1.17
a_1,1.23,1.05,0.96,1.15,0.68,1.0,1.28,1.11,1.17,0.96,1.15,0.89,1.06,0.97,1.04,1.02
h_1,0.95,1.25,0.92,0.95,1.01,0.85,1.0,0.95,1.28,0.82,0.96,1.0,1.04,1.08,0.98,1.05
d_0,0.67,0.97,1.51,1.08,1.02,0.92,1.07,1.0,1.19,0.81,1.04,0.98,0.99,0.93,1.08,1.21
g_1,0.97,1.02,0.98,1.17,0.97,0.89,0.8,0.85,1.0,1.08,0.92,1.15,0.95,0.87,1.09,0.98
c_0,0.92,1.12,1.23,0.8,0.85,1.03,1.22,1.26,0.94,1.0,1.47,1.11,1.12,1.07,1.15,1.08
b_0,0.96,1.06,1.22,0.96,0.88,0.87,1.01,1.01,1.19,0.72,1.0,1.02,1.01,1.31,1.03,1.07
f_0,0.81,1.07,1.06,1.07,1.02,0.99,1.0,0.99,0.87,0.97,0.97,1.0,1.09,1.14,1.36,0.84
h_0,0.91,1.23,0.99,1.04,0.89,0.93,0.95,1.05,1.08,0.91,0.97,0.95,1.0,0.91,0.97,1.25
a_0,0.94,1.22,1.03,0.9,1.02,1.1,0.94,1.07,1.1,0.96,0.75,0.91,1.1,1.0,1.07,1.01
e_0,0.87,1.26,1.04,1.02,1.02,0.97,1.04,0.91,0.96,0.81,0.99,0.67,1.1,0.86,1.0,1.01
g_0,0.92,1.02,1.01,1.24,0.86,0.95,0.97,0.85,1.0,1.01,0.99,1.2,0.81,0.92,0.95,1.0
