,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.98,1.17,1.07,0.93,1.08,1.1,1.38,1.02,1.13,1.03,1.02,1.08,1.08,1.14
f_1,1.31,1.0,0.95,0.98,0.91,0.88,0.87,1.05,1.02,0.84,0.94,0.95,0.87,0.91,0.73,1.01
d_1,0.99,1.07,1.0,0.91,1.01,1.02,0.96,0.79,0.99,1.35,0.93,1.07,0.99,0.94,1.06,0.8
c_1,0.86,1.04,1.11,1.0,1.32,0.93,1.13,0.98,0.72,0.91,0.92,0.79,0.99,0.95,0.91,1.02
b_1,0.93,1.09,0.99,0.77,1.0,1.4,1.04,1.08,0.94,1.17,1.05,1.09,1.08,0.93,1.04,0.98
a_1,1.04,1.15,0.98,1.08,0.72,1.0,1.04,1.03,1.1,0.97,1.07,1.16,1.29,1.4,0.88,1.08
h_1,0.91,1.17,1.04,0.89,0.98,0.95,1.0,1.25,0.94,0.91,0.94,0.96,0.9,0.95,1.01,1.08
g_1,0.9,0.96,1.22,1.04,0.92,0.92,0.8,1.0,0.93,0.96,1.2,1.0,0.87,0.98,1.04,0.99
d_0,0.72,0.97,1.0,1.46,1.03,0.93,1.09,1.13,1.0,0.8,1.01,1.01,1.03,1.0,1.09,1.17
c_0,1.04,1.16,0.73,1.07,0.85,1.08,1.08,1.0,1.25,1.0,0.99,1.54,1.06,1.19,1.23,1.11
f_0,0.86,1.08,1.08,1.06,0.91,0.93,1.0,0.87,1.01,0.99,1.0,1.02,1.03,0.98,1.61,0.83
b_0,1.03,1.09,0.92,1.24,0.87,0.85,1.0,1.02,0.97,0.65,1.1,1.0,1.06,1.54,1.06,1.14
h_0,0.95,1.17,1.0,1.02,0.95,0.83,1.1,1.11,0.91,0.88,0.93,0.92,1.0,0.86,0.99,1.14
a_0,0.96,1.05,1.03,1.01,1.12,0.71,1.06,1.0,0.95,0.88,1.11,0.71,1.15,1.0,1.1,1.12
e_0,0.9,1.25,1.03,1.08,0.99,1.06,1.0,1.02,0.88,0.87,0.64,0.96,0.93,0.91,1.0,0.93
g_0,0.87,0.96,1.22,1.01,0.98,0.99,0.93,1.01,0.9,0.93,1.17,0.86,0.87,0.86,1.07,0.99
