,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8079.06,2044.18,1850.17,2175.9,2471.05,9563.84,1430663.88,5021071.96,4874566.14,4409584.91,9964782.45,3174058.74,41044925.44,43925889.78,67962041.64,91928985.61
e_1,1000.4,11176.04,1814.84,1909.27,2853.9,15706.98,1475746.92,8392843.59,4627234.03,3480621.62,11033069.31,15176321.85,48401499.14,36324606.88,25160340.89,112126116.17
d_1,954.91,1232.47,23219.76,1678.45,2680.45,10565.32,1299204.58,1310362.98,10277342.86,3885579.95,9513728.23,21930044.73,43618140.83,51220746.9,69988598.79,122254324.55
c_1,871.65,1087.99,2249.1,23422.21,4806.15,12294.01,1308828.6,4190972.28,887217.51,4535422.2,7429911.14,15903648.41,36264332.8,46313598.4,82491077.02,102877576.57
b_1,775.2,1180.5,1552.28,2295.65,31002.0,24192.16,1979766.0,5308720.93,4415349.11,3941354.51,2531049.28,19458326.1,44816406.98,24776571.88,62293169.92,117928703.84
a_1,847.61,1196.91,2714.33,2127.29,2030.11,243657.87,1620670.97,4972223.84,4740635.38,4708426.34,6996594.76,19716307.87,42366764.66,,99605279.59,96117795.87
h_1,2165.2,1410.68,3345.34,4261.28,3694.66,25848.26,11040345.58,6734225.5,9103617.39,9179717.13,12828318.66,27090157.08,20710676.7,97282122.45,138244470.14,258480331.97
d_0,1695.91,1761.88,1390.84,7112.85,4352.03,23109.04,3456901.47,22426055.15,8105548.02,7560306.76,17007478.75,27610028.16,76756810.79,79684971.69,126117986.0,151542657.97
c_0,1960.61,2174.65,3414.81,1767.73,3420.56,26219.67,2989892.01,7123118.49,26327180.49,7961717.85,33413518.32,37660304.26,69004786.72,100227313.4,161274341.76,204859840.93
g_1,1221.41,1896.08,6792.01,3643.64,3705.94,17515.6,2194395.88,6973949.28,7708344.5,38932800.29,14905098.3,49701972.57,61410294.39,51733998.27,123223676.75,53585382.38
b_0,2022.27,1627.35,5227.07,4677.8,988.48,22498.22,3255783.63,9578859.64,10142898.02,7506365.55,46569204.81,22400203.18,69493416.63,152060985.08,140690519.43,163802840.6
f_0,693.02,1404.84,4750.46,4039.68,5046.85,22830.92,3927593.07,8844596.88,13350836.34,9364110.63,15752622.19,109110987.04,69513635.84,81629805.39,292680631.63,242624777.76
h_0,2479.25,1618.78,4091.85,3458.55,4241.48,28412.4,676173.98,7782611.23,8097143.65,9397867.09,15445312.97,28931538.72,19065044.1,50190636.21,133255711.88,220423983.79
a_0,1764.04,2025.48,4338.48,4798.63,3983.64,,3645459.73,9409794.01,11753044.63,7965790.34,19781425.82,25690614.44,76711203.65,307520980.42,125499760.58,120024332.05
e_0,1704.06,826.53,4443.55,4257.07,4893.53,28849.22,4623836.79,10111672.09,11130824.62,7851993.34,18578055.75,23799499.76,60839920.14,79442919.94,603071170.92,281364732.25
g_0,1469.27,1171.54,6273.47,3568.55,3246.75,30678.21,3162813.81,5888765.75,10596864.94,,22120472.12,47880650.41,65789913.64,64445964.83,155548625.48,106803627.29
