,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10643.78,5934.17,6757.22,12355.16,14642.4,45098.22,8936949.17,22008524.78,18297967.71,28872543.99,44269972.29,55157587.18,230513310.93,224231516.71,231094569.04,405520607.05
f_1,7896.54,12388.97,7822.64,9165.98,12142.99,47556.47,7627082.85,14100348.19,17371249.26,31570131.05,44549199.53,38897053.8,184956909.04,172307245.5,234872363.07,389636165.88
d_1,4580.44,6906.6,20646.82,8335.52,11706.23,53039.54,8852370.17,10966840.26,18539093.56,53831376.33,55604213.16,52628735.81,220693346.03,193302376.02,302713710.63,443401263.98
c_1,4164.45,5196.91,8172.21,25480.07,24163.0,60919.45,7604679.86,13360885.68,17276747.98,16807349.38,32202183.25,51260920.67,208166049.85,160356227.17,267921118.96,415934445.68
b_1,4019.48,5375.83,8550.77,10988.52,36536.28,105408.3,8370083.89,12516120.4,18415962.87,27646904.21,29583575.48,58895489.1,203796836.62,141830082.96,271138248.73,477676588.08
a_1,5210.11,6001.67,9177.51,10602.55,12759.24,192213.25,9178863.59,14333421.86,21968427.8,27961811.7,43526159.21,60324429.26,232161132.79,135621452.51,356633887.33,507535239.2
h_1,5019.04,8117.3,10115.64,9856.24,14822.55,53654.15,14946099.72,13707586.0,26729405.6,30929747.03,43906130.21,56564708.78,162136713.91,178291935.07,294733183.82,554708739.57
d_0,4671.15,5883.31,7559.37,18148.22,17899.8,50269.14,8542819.68,20995568.41,17581790.34,20801391.9,43673329.95,55162829.68,230328090.7,192181327.01,317620177.27,486209312.84
g_1,4703.74,5873.45,13607.87,8858.74,12825.66,52268.36,9269761.27,12775040.51,43222182.14,36488072.82,45367928.92,80720570.83,225477872.25,200081435.36,416487163.96,396602171.91
c_0,5259.38,7026.62,10620.5,9557.64,11607.79,51821.55,10234741.76,16946327.06,19418281.12,49259345.35,83354259.01,61324841.11,217213476.82,252405661.53,384684220.45,565995803.48
b_0,5519.42,6622.51,10209.32,11230.42,11460.35,50098.13,9623484.32,15542194.45,24683477.59,35495917.54,77680360.56,54948712.89,242331243.79,369810751.28,356561053.55,553786083.13
f_0,4879.51,5226.99,9062.65,10920.79,17172.82,65837.86,10474823.42,16415351.44,23665657.74,31437861.57,49906004.21,101991766.94,245191351.95,184640955.29,674028746.05,522327213.4
h_0,5615.53,7487.64,9858.15,10898.54,15208.55,58870.59,6524885.52,14121128.78,24328802.38,29361518.88,43663988.06,48325795.98,154037861.11,157043398.57,301386937.74,570834512.7
a_0,5736.05,6607.88,9530.44,11105.63,14470.83,39704.07,9551353.66,16014803.44,20005026.83,30594767.83,53450941.13,59301710.81,269989770.3,360357244.42,344120906.52,451717214.63
e_0,4841.1,7375.28,9902.71,10328.69,16404.6,51241.19,8577064.78,14669613.94,19975305.82,33727409.5,45866867.36,57242658.64,244300135.93,173898351.47,576756356.68,585904679.81
g_0,4997.19,6073.58,13836.44,10671.08,14305.14,59879.85,8392885.0,13291971.59,13784024.01,33315722.65,52174694.46,79481608.74,213112119.6,223452170.25,330202261.1,403305413.89
