,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.27,0.94,0.43,0.47,0.34,0.28,1.03,0.72,1.08,0.91,0.97,0.31,1.07,0.76,0.38,1.21
e_1,0.6,2.28,0.38,0.63,0.38,0.33,0.78,0.72,1.76,0.79,1.1,1.03,1.24,0.91,0.43,0.88
d_1,0.53,0.43,2.39,0.33,0.43,0.42,0.96,0.83,0.45,1.91,1.08,1.0,1.32,0.84,0.97,1.11
c_1,0.4,0.47,0.39,2.4,0.93,0.37,0.88,0.67,1.15,0.28,0.52,0.87,1.11,0.46,0.73,1.03
b_1,0.55,0.38,0.53,0.43,2.57,0.72,0.83,0.91,0.82,0.94,0.37,0.87,1.29,0.94,1.0,0.99
a_1,0.59,0.48,0.6,0.54,0.38,3.12,0.88,0.82,0.93,0.92,0.89,0.64,1.32,0.45,0.58,0.9
h_1,0.9,0.64,0.59,0.53,0.52,0.3,2.93,1.22,1.26,0.74,1.09,0.92,1.12,1.06,1.06,1.92
g_1,0.55,0.53,0.93,0.62,0.47,0.38,0.94,3.2,0.97,1.15,1.15,1.8,1.69,0.85,1.26,0.85
d_0,0.7,0.65,0.22,1.1,0.54,0.37,1.08,1.08,2.6,0.8,1.08,1.16,1.41,0.87,1.01,1.32
c_0,0.76,0.52,0.72,0.35,0.37,0.38,1.07,1.23,1.19,2.81,2.44,1.21,1.88,1.17,1.36,1.57
b_0,0.61,0.61,0.66,0.65,0.3,0.29,1.12,1.06,1.42,1.38,2.97,1.34,1.77,2.39,1.09,1.51
f_0,0.38,0.48,0.72,0.55,0.61,0.47,1.13,0.86,1.28,1.37,1.27,3.04,1.77,1.28,2.79,1.58
h_0,0.76,0.53,0.79,0.64,0.49,0.44,0.71,1.38,1.19,1.08,1.17,1.21,0.78,0.99,1.16,1.87
a_0,0.67,0.5,0.82,0.57,0.57,0.19,1.11,1.21,1.07,1.14,1.18,1.42,1.82,2.95,1.18,1.36
e_0,0.7,0.28,0.75,0.74,0.57,0.36,1.37,0.91,1.33,1.06,1.22,1.08,1.85,1.15,3.11,1.48
g_0,0.56,0.68,1.01,0.56,0.41,0.38,0.99,1.02,1.03,1.23,1.17,1.78,1.45,1.14,1.17,0.58
