,f_1,d_1,e_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,10587.04,1323.62,2817.34,2096.97,3098.17,6795.52,1680448.02,3726485.12,3484224.45,5325209.59,9735525.4,2532414.52,30627519.84,37301102.54,41133880.73,100922642.58
d_1,1314.02,14715.65,1058.39,1629.49,3168.74,10006.74,1615790.3,817693.23,3836518.38,10861586.37,8487538.17,13715841.55,47012665.56,59733933.44,79314951.12,108255558.54
e_1,1087.87,1318.33,14768.78,2066.77,2985.46,13223.37,1319474.08,8650597.47,3309492.04,5741141.29,8829223.79,14206408.15,41220156.11,42251306.4,20655053.76,91079586.41
c_1,1102.08,1465.0,1325.08,22060.13,5056.2,11743.68,1135887.91,4386373.34,3983066.35,1224524.16,7104385.82,15030167.93,39251561.38,49897181.22,47664307.08,116390906.99
b_1,1003.07,1845.04,1333.96,1633.82,37905.48,21638.48,1690335.42,3956747.48,2905760.94,4683146.67,1479233.04,13321819.32,45206398.18,30817552.34,60171760.3,115516466.01
a_1,1199.96,1534.31,1402.43,1858.76,3491.41,186615.83,1427397.74,4663233.02,3696078.16,5601900.81,6411115.1,15050805.74,39664083.86,9756656.18,81374503.42,96133077.7
h_1,2428.97,1965.08,2572.71,4168.31,4363.88,16214.17,10529794.99,5694439.15,7619275.09,10832780.86,16871582.39,23879378.82,35344054.32,84347111.55,136456661.84,210133634.75
d_0,1768.05,956.31,2155.2,7572.1,4320.0,20142.61,2864684.35,20178558.63,4280973.38,8794309.86,20450836.91,27874129.61,60661503.95,79569679.84,117259501.28,187585864.38
g_1,1735.36,3771.41,1980.25,3401.17,5271.25,13057.02,2313093.3,8327368.4,30067691.9,7659634.79,17030996.84,41635922.58,79795978.34,79023124.73,143750620.06,80605266.95
c_0,2214.75,2126.5,3315.31,1384.13,4013.03,18195.94,2974114.99,9234670.43,5751713.8,29557744.82,37396838.87,31264367.25,86054580.91,88345985.6,147271759.82,181579211.79
b_0,2127.9,2835.42,2630.68,4358.32,1349.29,15597.02,2902131.2,8776762.58,6437870.61,10113976.35,45271516.11,22709447.0,89470470.79,173864288.27,156983225.06,187985985.91
f_0,894.94,2678.33,2144.85,4378.92,6515.99,18446.03,2428267.59,9802736.36,6708694.5,11566013.33,15910762.42,83982740.76,66662490.62,94212711.2,264327157.03,174566875.4
h_0,3083.98,2735.83,2063.19,3308.51,4592.27,17310.05,1273193.04,7336630.0,7386777.6,7697008.99,16779510.94,28158559.5,23831305.12,74096633.08,145285810.65,230168956.88
a_0,1745.25,2904.56,2712.06,4242.71,4332.71,,3064039.58,9515366.96,5272798.48,12586819.37,15915837.63,30968926.45,95262506.53,359661157.16,117366316.61,221370254.37
e_0,2729.48,2875.05,629.32,4403.03,3351.95,17835.8,3505841.02,7577134.36,6233255.02,12399622.85,16622236.13,29180551.16,90388248.11,141094108.09,546418421.0,215925857.0
g_0,1702.32,3984.06,2037.32,3630.48,4969.87,20833.16,2379747.59,6190418.71,2525626.16,10048301.18,19966446.96,43265411.96,47150938.1,97537865.72,162836836.85,92780180.14
