,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.44,0.88,1.09,0.98,0.65,0.62,0.63,0.55,0.63,0.78,,0.54,0.44,0.55,0.42
e_1,0.69,1.0,0.96,1.08,0.85,0.94,0.64,0.83,0.9,0.66,0.62,0.62,0.63,0.57,,0.53
d_1,1.13,1.04,1.0,0.93,0.89,0.85,0.8,0.46,,0.92,0.58,0.64,0.62,0.57,0.68,0.47
c_1,0.92,0.92,1.08,1.0,1.35,0.8,0.75,0.86,0.55,,0.59,0.45,0.71,0.57,0.61,0.57
b_1,1.02,1.18,1.12,0.74,1.0,1.27,0.93,0.52,0.71,0.89,,0.59,0.56,0.54,0.65,0.64
a_1,1.54,1.06,1.18,1.24,0.79,1.0,0.82,,0.79,0.72,0.77,,0.56,,0.66,
h_1,1.61,1.56,1.25,1.33,1.08,1.22,1.0,1.09,0.94,1.0,0.92,0.9,,0.64,0.78,0.83
g_1,1.58,1.21,2.19,1.16,1.91,,0.92,1.0,0.81,1.0,0.91,1.33,0.8,,0.75,
d_0,1.82,1.11,,1.83,1.4,1.27,1.07,1.24,1.0,0.85,1.02,0.92,0.78,0.93,0.86,0.97
c_0,1.59,1.52,1.09,,1.13,1.39,1.0,1.0,1.18,1.0,1.55,0.76,1.22,0.96,0.75,0.83
b_0,1.29,1.62,1.73,1.71,,1.29,1.09,1.1,0.98,0.64,1.0,1.06,1.07,1.46,0.77,0.69
f_0,,1.61,1.57,2.2,1.7,,1.11,0.75,1.09,1.31,0.94,1.0,0.95,,1.04,0.83
h_0,1.85,1.58,1.61,1.41,1.77,1.8,,1.25,1.28,0.82,0.93,1.05,,0.8,0.85,1.2
a_0,2.29,1.76,1.75,1.75,1.86,,1.55,,1.07,1.04,0.68,,1.25,1.0,,1.07
e_0,1.8,,1.48,1.64,1.54,1.52,1.28,1.34,1.17,1.33,1.31,0.96,1.17,,1.0,0.97
g_0,2.37,1.88,2.14,1.74,1.57,,1.2,,1.03,1.21,1.45,1.2,0.83,0.94,1.03,
