,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.42,0.43,0.51,0.39,0.28,0.34,0.3,0.3,0.48,0.3,0.3,0.28,0.2,0.16,0.25
f_1,0.73,0.94,0.45,0.42,0.31,0.25,0.28,0.25,0.29,0.27,0.28,0.17,0.22,0.18,0.14,0.2
d_1,0.48,0.53,0.95,0.37,0.33,0.24,0.36,0.26,0.46,0.22,0.33,0.28,0.26,0.2,0.21,0.22
c_1,0.45,0.48,0.42,0.95,0.7,0.21,0.28,0.28,0.19,0.27,0.25,0.25,0.26,0.21,0.19,0.22
b_1,0.45,0.55,0.52,0.39,0.94,0.58,0.33,0.29,0.33,0.27,0.2,0.25,0.26,0.18,0.21,0.23
a_1,0.55,0.56,0.66,0.67,0.32,0.94,0.44,0.29,0.33,0.41,0.34,0.31,0.41,0.16,0.24,0.31
h_1,0.71,0.94,0.74,0.71,0.54,0.37,0.76,0.51,0.44,0.4,0.42,0.33,0.3,0.34,0.3,0.45
g_1,0.62,0.69,1.16,0.63,0.58,0.44,0.52,0.77,0.49,0.36,0.39,0.63,0.42,0.32,0.31,0.29
c_0,0.85,0.86,0.75,0.66,0.5,0.47,0.55,0.47,0.67,0.49,0.74,0.45,0.47,0.38,0.34,0.41
d_0,0.65,0.77,0.52,1.22,0.72,0.38,0.54,0.48,0.41,0.68,0.41,0.44,0.43,0.38,0.34,0.4
b_0,0.88,0.87,0.76,0.78,0.48,0.36,0.59,0.47,0.43,0.57,0.68,0.48,0.51,0.61,0.39,0.38
f_0,0.62,0.76,0.87,0.88,0.64,0.45,0.62,0.46,0.53,0.58,0.53,0.67,0.51,0.41,0.69,0.33
h_0,0.86,1.25,0.95,0.74,0.62,0.43,0.51,0.58,0.54,0.56,0.46,0.5,0.41,0.41,0.38,0.56
a_0,0.96,0.9,1.09,0.84,0.81,0.43,0.61,0.54,0.6,0.49,0.47,0.46,0.51,0.6,0.32,0.44
e_0,0.69,1.12,0.99,1.04,0.75,0.49,0.65,0.54,0.53,0.58,0.6,0.44,0.52,0.49,0.64,0.45
g_0,0.9,0.95,1.29,0.8,0.65,0.48,0.63,0.48,0.57,0.52,0.56,0.72,0.42,0.43,0.41,0.38
