,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.04,1.09,1.4,1.59,1.41,1.13,0.57,0.52,0.43,0.51,0.45,0.52,0.34,0.35,0.4,0.45
f_1,1.61,1.04,1.44,1.39,1.3,1.1,0.47,0.46,0.4,0.57,0.4,0.44,0.26,0.37,0.33,0.31
d_1,1.81,1.73,1.04,1.49,1.39,1.34,0.6,0.54,0.53,0.43,0.48,0.42,0.34,0.39,0.25,0.41
c_1,1.45,1.79,2.07,1.05,1.9,1.29,0.64,0.35,0.57,0.56,0.45,0.44,0.38,0.44,0.36,0.43
b_1,1.91,2.08,2.22,1.2,1.05,2.04,0.73,0.57,0.73,0.74,0.69,0.49,0.45,0.44,0.4,0.42
a_1,2.81,2.85,2.46,2.46,1.34,1.06,0.93,0.8,0.7,0.96,0.86,0.62,0.56,0.76,0.56,0.53
h_1,4.13,4.58,3.89,4.29,3.81,3.24,1.23,1.28,1.08,1.46,1.2,1.1,1.07,0.9,1.03,1.0
d_0,3.76,5.04,5.71,5.85,5.0,4.24,1.95,1.34,1.44,1.77,1.61,1.52,1.19,1.17,1.21,1.32
c_0,5.67,6.06,3.51,6.45,4.95,4.59,2.31,2.09,1.34,1.72,1.71,1.55,1.24,1.46,1.05,1.33
g_1,5.79,5.78,5.42,6.01,5.26,4.36,1.84,1.86,1.64,1.25,1.62,1.68,1.08,1.4,1.27,1.44
b_0,5.49,5.89,4.71,7.15,6.22,4.36,2.41,1.79,1.18,1.9,1.35,1.5,1.18,1.62,1.18,1.57
f_0,5.99,7.63,5.87,6.37,6.34,5.44,2.42,1.86,1.8,1.57,1.77,1.39,1.57,1.59,0.91,1.65
h_0,7.36,8.54,7.22,7.87,6.91,5.83,2.91,2.39,2.06,2.64,2.09,1.91,1.98,1.8,1.67,1.62
a_0,8.38,8.28,7.75,8.02,9.82,7.64,3.48,2.83,1.99,2.67,1.53,2.31,1.72,1.48,1.52,2.29
g_0,8.35,9.13,8.98,8.29,7.83,6.21,2.7,2.71,2.5,3.38,2.76,2.69,1.66,2.54,1.88,2.43
e_0,9.74,11.17,7.92,8.27,8.29,6.87,3.37,2.54,2.39,2.7,2.35,1.55,2.09,2.29,1.4,1.46
