,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,117.12,79.39,78.83,114.54,135.55,397.36,12454.59,19312.34,43271.76,31607.02,40576.58,47351.84,116463.1,121947.84,196319.25,181976.15
f_1,110.96,125.19,82.58,86.71,125.34,319.47,10914.88,17239.46,28948.48,30896.71,30531.41,44093.85,105008.58,91337.19,164227.93,156469.16
d_1,78.3,89.17,133.98,73.33,112.3,372.91,12587.27,16625.7,25304.11,43766.38,34999.23,50604.71,112279.25,132239.47,188518.87,167638.98
c_1,60.18,80.52,92.7,134.22,171.54,447.15,11014.49,17322.69,22494.66,22798.47,32119.68,33268.8,110432.41,114840.78,163235.43,146834.15
b_1,63.38,74.3,78.78,72.9,175.0,566.49,10750.84,16218.72,23909.65,26794.13,27565.77,30942.55,106464.47,111512.79,168328.72,114423.23
a_1,47.65,54.87,55.46,49.53,66.7,460.77,8114.88,11043.44,16668.6,19806.19,22210.19,28721.95,71138.41,80478.94,116994.03,77862.93
h_1,17.37,24.78,22.48,22.15,26.97,87.24,3881.45,5140.92,6245.14,7666.67,8528.76,11109.64,25444.18,27572.55,53042.79,36659.9
g_1,13.61,16.64,24.16,20.37,24.67,80.11,2348.49,5358.49,4804.53,6541.81,10207.83,10135.84,24260.28,28551.94,39323.46,33230.53
d_0,12.05,14.88,13.97,26.56,26.14,75.39,2301.34,3675.93,6489.7,4583.92,7260.75,7427.01,20798.35,22980.2,35377.8,28688.37
c_0,14.78,15.87,16.66,16.56,19.12,72.11,2382.74,3757.05,5974.85,7135.81,7659.43,12700.94,24147.55,23900.33,34558.23,37531.93
f_0,10.02,13.59,18.23,17.05,22.38,79.89,2257.52,2984.5,4658.27,5517.29,7920.1,7969.35,18913.02,39281.03,32138.97,31437.96
b_0,12.29,14.61,14.89,16.6,18.2,58.46,2055.13,3408.41,4874.16,4421.35,6664.09,9332.54,21302.28,21582.7,31416.9,43690.29
h_0,9.57,13.07,12.3,11.65,14.94,47.63,1466.24,2902.54,3461.59,3409.11,4679.25,5367.73,13210.98,15402.88,28414.31,20668.03
e_0,7.06,10.32,10.67,11.86,14.14,52.38,1655.56,2364.97,3317.98,3559.38,3386.19,5372.59,14898.63,21718.1,22084.55,17696.23
g_0,7.51,8.87,12.44,10.2,12.88,41.95,1310.5,1954.03,2793.84,3795.48,5151.43,4988.58,11415.96,16089.15,20346.76,16340.56
a_0,8.16,9.56,10.54,9.9,14.03,40.57,1420.86,2377.98,2755.92,3036.13,3611.85,4376.51,13652.22,15423.64,20973.19,24730.39
