,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.51,1.06,0.68,0.72,0.58,0.51,0.53,0.79,0.73,0.54,0.7,0.42,0.79,0.64,0.41,0.69
e_1,0.68,1.51,0.65,0.77,0.66,0.54,0.83,1.26,0.69,0.7,0.73,0.75,0.8,0.78,0.47,0.77
d_1,0.83,0.64,1.55,0.67,0.65,0.57,0.71,0.5,1.36,0.64,0.92,0.78,0.87,0.64,0.71,0.67
c_1,0.75,0.68,0.62,1.56,1.08,0.51,0.78,0.65,0.53,0.64,0.57,0.7,0.8,0.58,0.7,0.72
b_1,0.69,0.63,0.72,0.57,1.58,1.06,0.86,0.88,0.8,0.83,0.58,0.73,0.92,0.59,0.59,0.74
a_1,0.79,0.68,0.83,0.68,0.63,1.72,1.12,1.0,0.89,0.84,0.97,0.94,0.99,0.48,0.83,1.07
h_1,1.3,0.86,1.04,0.85,0.76,0.54,1.77,1.01,1.09,1.17,1.06,0.88,0.82,0.87,0.88,1.27
d_0,0.99,0.88,0.79,1.57,0.91,0.64,1.19,1.6,0.68,0.87,0.97,1.04,1.22,0.87,0.9,1.08
c_0,1.15,1.07,0.81,0.69,0.8,0.82,1.11,1.37,1.61,0.97,1.79,0.94,1.18,1.03,0.94,1.18
g_1,0.81,0.91,1.41,0.96,0.81,0.66,0.94,1.1,0.96,1.86,1.05,1.49,1.2,0.94,1.0,0.92
b_0,1.23,1.15,0.94,1.13,0.53,0.65,0.98,1.12,0.97,1.09,1.69,1.08,1.17,1.62,1.1,1.21
f_0,0.87,0.81,1.11,1.05,1.0,0.72,1.15,1.12,1.25,0.92,1.18,1.72,1.34,0.96,1.82,0.97
h_0,1.28,1.07,1.04,0.94,0.93,0.81,0.88,1.22,1.23,1.19,1.14,1.03,0.85,0.83,0.84,1.45
a_0,1.06,0.94,1.19,1.17,0.93,0.49,1.14,1.2,1.29,1.08,1.16,1.25,1.43,1.74,0.82,1.35
e_0,1.26,0.75,1.16,1.13,1.16,0.8,1.3,1.05,1.34,0.99,1.19,0.88,1.64,0.98,1.83,1.13
g_0,0.98,1.02,1.46,0.98,1.02,0.73,1.09,1.12,1.11,0.83,1.07,1.66,1.07,1.05,1.1,0.95
