,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,95.2,66.5,92.24,147.26,174.92,628.43,11357.04,23479.51,40193.33,29495.02,45748.01,52028.03,135949.08,131185.69,170677.69,249255.59
f_1,87.62,101.94,91.05,126.6,166.69,521.58,9487.87,20385.36,27521.64,28381.44,39755.85,38573.01,115010.19,104666.88,114611.91,254271.97
d_1,57.43,68.29,142.46,86.63,119.86,534.26,9732.13,18293.81,19390.29,41553.75,43901.76,44451.7,114856.17,125037.71,180714.01,191201.61
c_1,46.7,53.4,92.36,157.19,196.02,537.38,9181.01,18178.97,18335.27,18245.06,29514.69,42984.43,99515.55,104629.32,180743.88,187147.24
b_1,43.56,51.52,89.21,87.22,198.19,763.84,8180.13,18240.0,17966.04,23003.7,28799.44,38330.08,88054.71,86940.32,136012.97,188289.28
a_1,31.56,37.39,51.69,57.58,67.64,607.65,5552.11,10478.97,13669.4,16872.53,22824.89,25498.32,72396.51,48073.42,98736.86,131541.49
h_1,14.69,20.27,25.8,27.65,35.58,141.77,3346.49,6618.14,5269.6,6958.16,10513.03,11424.94,24387.8,29204.33,42883.57,71342.46
g_1,10.56,13.43,25.98,22.08,26.39,112.38,1807.54,6014.27,4179.84,5825.15,8494.86,12415.5,20823.45,24262.93,42936.92,38484.74
d_0,10.3,12.57,16.06,33.09,34.17,109.34,2176.51,4361.37,5812.94,4251.31,7964.87,8896.15,21881.18,22932.89,35782.17,45693.86
c_0,12.05,14.29,16.49,21.46,23.39,93.47,2109.49,4159.72,4877.03,6561.03,11616.47,8185.76,23556.12,25980.63,36295.16,46353.49
b_0,10.61,12.44,16.05,20.08,20.69,87.13,1797.53,3593.41,4122.76,4194.47,8549.27,6864.62,20064.92,33477.15,29364.41,43539.4
f_0,8.11,10.56,18.36,17.12,23.85,85.6,1883.97,3225.68,3860.66,5174.44,7114.22,9499.54,20189.11,20838.37,48635.15,39637.36
h_0,7.64,9.8,12.96,14.44,18.92,57.7,1161.47,3012.72,3184.21,3492.28,4723.3,5690.0,12476.98,12857.06,20396.37,35065.97
a_0,7.26,9.01,12.0,12.42,16.08,57.42,1178.78,2593.48,2721.73,3694.62,4079.7,4960.59,15715.09,20039.81,21411.94,28754.12
e_0,5.89,8.76,10.02,10.81,16.72,62.39,1174.39,2324.3,2274.54,2983.4,4630.16,3924.08,14260.32,12055.8,25838.08,23608.88
g_0,5.66,6.23,12.73,11.42,13.22,57.92,987.66,2130.43,2206.99,2944.91,4001.46,5681.59,10935.66,12857.19,19388.92,22391.47
