,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.8,1.22,0.94,1.02,0.95,1.07,1.41,0.91,1.02,1.02,1.16,1.06,1.07,0.99,1.11
f_1,1.25,1.0,0.96,0.91,0.96,0.97,0.8,1.01,0.92,0.99,0.99,0.9,0.94,0.85,0.84,1.04
c_1,0.82,1.03,1.0,1.15,1.22,0.95,1.03,0.7,0.93,1.0,0.91,1.0,0.86,1.02,1.06,1.03
d_1,1.05,1.12,0.83,1.0,0.95,0.94,1.05,0.92,1.29,0.89,1.12,1.02,1.06,1.03,0.99,0.74
b_1,0.97,1.05,0.84,1.05,1.0,1.35,1.05,0.94,1.11,0.96,0.92,0.91,0.94,1.08,0.98,1.1
a_1,1.05,1.03,1.05,1.06,0.75,1.0,1.12,1.12,0.95,1.1,0.98,1.02,1.15,1.08,1.18,1.16
h_1,0.96,1.25,1.01,0.95,0.95,0.85,1.0,0.97,0.88,1.19,1.03,0.96,0.99,1.01,0.96,1.08
d_0,0.72,0.96,1.5,1.03,1.08,0.84,0.99,1.0,0.86,1.22,0.86,0.91,0.93,1.04,0.98,1.03
c_0,1.04,1.1,1.15,0.79,0.93,1.01,1.1,1.13,1.0,1.12,1.35,1.15,1.03,1.0,0.89,0.92
g_1,0.98,1.03,0.99,1.21,1.03,0.91,0.82,0.82,0.93,1.0,0.95,1.16,0.96,0.84,1.09,0.96
b_0,0.97,0.99,1.13,0.91,1.01,1.11,0.99,1.14,0.76,1.06,1.0,1.01,1.35,0.96,1.04,1.07
f_0,0.81,1.08,0.99,1.01,1.1,1.0,1.11,1.04,0.89,0.85,1.02,1.0,1.06,1.11,1.49,0.78
a_0,0.93,1.04,1.19,0.96,1.09,0.86,1.05,1.07,0.93,1.06,0.74,0.97,1.0,1.06,0.96,1.05
h_0,0.92,1.18,1.0,0.94,0.94,0.98,0.98,0.93,1.0,1.18,0.99,0.9,0.95,1.0,0.96,1.25
e_0,0.95,1.2,0.95,0.97,1.01,0.8,1.06,0.99,1.03,0.96,1.0,0.68,1.02,1.0,1.0,1.09
g_0,0.92,0.95,0.97,1.29,0.92,0.85,0.96,0.94,1.06,1.03,0.89,1.24,0.94,0.8,0.91,1.0
