,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,2.21,1.84,2.07,2.13,1.74,0.71,0.94,0.65,0.67,0.81,1.28,0.47,0.57,0.68,0.57
e_1,1.3,0.67,2.2,2.24,2.03,2.11,0.91,1.34,0.96,0.73,0.68,0.93,0.65,0.75,1.23,0.63
d_1,2.38,2.33,0.65,2.08,2.0,1.65,1.01,0.59,1.69,0.89,0.68,0.73,0.62,0.8,0.81,0.46
c_1,2.32,2.0,2.34,0.65,2.3,1.83,1.0,0.96,0.51,1.42,0.73,0.58,0.7,0.77,0.66,0.57
b_1,2.29,2.37,2.44,1.39,0.63,2.98,1.17,0.78,0.85,1.04,2.29,0.84,0.62,0.66,0.77,0.74
a_1,3.04,2.39,3.0,3.03,1.47,0.57,1.39,1.76,0.94,0.96,1.04,1.19,0.7,1.48,0.92,0.87
h_1,3.16,2.5,2.58,2.65,2.51,2.18,0.59,1.2,0.97,1.0,1.14,0.86,1.36,0.81,0.81,0.92
g_1,3.25,2.9,3.33,2.63,3.25,2.35,1.09,0.56,1.03,0.87,1.01,1.1,0.74,1.06,0.85,1.0
d_0,3.59,1.72,4.4,3.51,2.97,2.57,1.48,1.43,0.68,0.91,1.16,0.97,0.98,0.97,1.0,1.0
c_0,2.98,3.17,1.75,7.33,3.01,2.89,1.27,1.58,1.58,0.66,1.43,1.05,1.11,1.18,0.79,0.93
b_0,2.82,3.16,2.59,3.65,4.42,2.8,1.26,1.26,1.33,0.62,0.63,0.98,0.96,1.19,0.94,0.8
f_0,7.61,3.0,3.06,3.65,2.74,2.59,1.33,0.94,1.02,1.2,1.18,0.62,0.95,1.18,1.16,0.61
h_0,3.52,3.54,3.13,3.13,3.04,3.03,2.22,1.77,1.39,0.99,1.32,1.23,1.56,1.08,1.09,0.96
a_0,4.64,3.21,3.25,3.81,3.92,4.61,1.96,1.66,1.18,1.0,0.69,1.03,1.19,0.61,1.19,1.09
e_0,4.78,6.03,2.83,3.69,3.6,3.13,1.54,1.56,1.32,1.31,1.48,0.73,1.07,0.98,0.58,0.88
g_0,4.43,3.53,3.77,4.17,3.71,3.13,1.33,2.78,1.27,1.19,1.37,1.17,0.9,1.05,1.28,1.51
