,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.44,1.36,1.42,1.81,1.87,1.78,0.37,0.44,0.33,0.36,0.33,0.6,0.16,0.28,0.31,0.31
e_1,0.94,0.44,2.03,1.89,1.66,1.54,0.52,0.65,0.38,0.37,0.38,0.5,0.27,0.49,0.28,0.67
d_1,1.91,2.22,0.42,1.72,1.57,1.28,0.51,0.32,0.33,0.88,0.36,0.33,0.24,0.32,0.15,0.36
c_1,1.78,1.39,2.21,0.41,1.83,2.27,0.52,0.49,0.62,0.2,0.38,0.34,0.27,0.38,0.27,0.35
b_1,2.36,2.6,2.15,0.99,0.37,2.0,0.56,0.63,0.55,0.44,0.83,0.39,0.35,0.42,0.39,0.4
a_1,3.07,2.6,2.39,2.96,1.07,0.32,0.73,0.73,0.5,0.51,0.74,0.41,0.37,1.19,0.31,0.44
h_1,2.84,2.63,2.63,2.74,2.87,2.72,0.33,0.8,0.51,0.63,0.54,0.59,0.59,0.51,0.43,0.55
g_1,3.7,3.07,3.04,3.04,3.11,3.13,0.62,0.3,0.67,0.73,0.71,0.61,0.38,0.6,0.59,0.73
c_0,3.56,3.31,1.7,6.47,3.79,3.13,1.01,1.0,0.37,0.85,0.65,0.63,0.46,0.71,0.4,0.56
d_0,3.27,1.69,5.59,3.62,3.44,4.15,0.96,1.19,0.86,0.37,0.64,0.68,0.5,0.61,0.52,0.64
b_0,3.34,3.36,2.43,4.52,7.02,2.94,0.89,0.98,0.34,0.86,0.34,0.69,0.43,0.84,0.41,0.57
f_0,6.66,3.75,2.97,3.07,4.12,2.94,0.98,0.72,0.65,0.65,0.68,0.34,0.52,0.59,0.3,0.67
h_0,4.14,3.64,3.39,3.89,3.93,3.24,1.61,1.15,0.81,0.95,0.73,0.87,1.03,0.7,0.56,0.63
a_0,5.1,3.36,3.58,4.07,5.65,6.27,1.27,1.01,0.85,1.02,0.41,0.78,0.52,0.31,0.57,0.8
g_0,5.38,4.52,3.87,5.15,4.33,3.34,0.94,1.88,0.69,0.97,0.76,1.01,0.42,0.88,0.91,0.78
e_0,5.65,6.12,4.22,4.42,4.32,3.93,1.07,0.94,0.77,0.83,0.83,0.39,0.62,0.7,0.72,0.3
