,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.69,0.69,0.85,0.69,0.64,0.91,0.72,1.46,0.77,0.87,0.92,1.05,0.79,0.55,0.83
f_1,1.14,1.51,0.68,0.74,0.66,0.46,0.66,0.75,0.79,0.8,0.85,0.56,0.81,0.72,0.62,0.84
d_1,0.78,0.9,1.56,0.57,0.66,0.63,0.98,0.78,0.65,1.33,0.92,0.78,0.97,0.74,0.69,0.78
c_1,0.69,0.72,0.81,1.57,1.17,0.59,0.73,0.74,0.76,0.54,0.62,0.72,0.91,0.65,0.72,0.87
b_1,0.76,0.8,0.76,0.67,1.6,1.04,0.91,0.88,0.86,0.94,0.46,0.77,0.98,0.66,0.77,0.78
a_1,0.75,0.93,0.85,0.81,0.62,1.75,1.04,0.91,0.95,1.04,1.03,1.12,0.96,0.62,0.83,0.9
h_1,0.92,1.38,0.98,1.06,0.83,0.73,1.76,1.36,1.0,1.1,1.07,0.97,0.96,0.8,0.93,1.42
g_1,0.97,0.92,1.42,1.0,0.88,0.87,0.9,1.84,0.95,1.2,1.23,1.45,1.04,0.88,0.89,0.86
d_0,0.82,1.09,0.84,1.65,1.0,0.79,1.14,0.97,1.66,0.98,1.13,1.14,1.29,0.94,1.1,1.17
c_0,1.2,1.14,0.94,1.0,0.68,0.76,1.38,1.14,1.36,1.67,2.06,1.36,1.26,1.12,1.06,1.21
b_0,1.05,1.21,1.01,1.26,0.81,0.62,1.17,1.1,1.29,0.98,1.75,1.14,1.55,1.9,1.05,1.3
f_0,0.97,0.75,1.14,1.24,1.03,0.8,1.34,1.07,1.18,1.15,1.34,1.74,1.36,0.94,1.82,1.18
h_0,1.05,1.5,1.11,1.02,0.92,0.96,0.98,1.44,1.19,1.2,1.03,1.18,1.13,0.97,0.94,1.44
a_0,1.09,1.23,1.2,1.38,0.95,0.54,1.44,1.19,1.29,1.34,0.95,0.94,1.45,1.82,0.98,1.23
e_0,0.78,1.13,1.37,1.15,1.19,0.79,1.62,1.61,1.19,1.31,1.21,1.04,1.49,1.21,1.82,1.4
g_0,1.09,1.15,1.72,0.88,1.09,0.83,1.13,1.06,1.08,1.29,1.17,1.52,1.29,1.05,1.04,1.05
