,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.83,3.77,1.99,2.03,2.01,1.94,7.45,6.57,10.35,9.97,10.85,6.42,15.26,10.65,7.63,14.16
e_1,2.39,5.92,1.95,2.73,2.24,2.07,8.45,7.02,18.29,11.09,9.96,10.52,15.19,11.45,8.05,17.23
d_1,2.4,1.98,6.66,1.77,2.16,2.12,9.03,8.68,7.12,19.57,13.52,10.79,16.74,12.9,13.86,19.0
c_1,2.09,1.91,2.02,6.74,4.04,2.36,7.71,9.1,10.81,5.32,6.98,9.95,15.09,10.14,11.19,13.27
b_1,2.27,1.93,2.3,2.38,7.52,4.6,6.92,8.49,9.85,9.02,5.88,12.05,16.52,8.49,11.43,13.08
a_1,2.42,2.06,2.42,2.59,1.99,11.28,8.2,8.42,10.32,10.9,9.73,12.3,16.51,9.58,10.96,15.84
h_1,3.2,2.48,2.88,2.22,2.35,2.07,17.34,12.16,10.28,11.16,12.02,11.83,11.8,9.95,13.18,22.75
g_1,1.88,1.84,4.16,2.49,2.59,2.19,9.14,21.56,8.63,11.71,10.48,17.79,18.2,13.74,14.26,14.8
d_0,2.54,2.37,1.71,4.44,2.6,2.51,9.67,8.85,17.16,7.61,9.0,11.57,15.34,11.01,11.7,16.58
c_0,2.72,2.66,3.13,1.84,1.64,2.3,9.47,9.82,10.64,18.86,22.63,11.13,20.29,16.59,12.39,21.18
b_0,2.55,2.68,2.81,2.6,1.55,2.05,9.57,9.57,12.06,13.5,20.93,12.02,17.96,27.86,12.54,22.06
f_0,1.75,1.74,2.91,2.81,2.67,3.22,9.99,10.85,10.52,10.58,11.86,23.6,18.76,15.14,29.31,22.31
h_0,3.16,2.39,2.73,2.32,2.22,2.45,7.7,11.91,9.92,10.77,12.46,12.84,13.44,11.61,13.91,25.5
a_0,2.67,2.37,2.49,2.62,2.66,2.2,10.24,9.66,12.83,10.66,13.25,12.62,19.78,26.72,14.66,20.39
e_0,2.82,1.78,2.63,2.5,2.87,2.98,9.8,10.64,9.61,10.53,13.21,13.63,22.82,13.07,29.66,21.38
g_0,2.12,2.32,3.68,2.49,2.11,2.59,9.37,8.6,9.39,11.32,14.17,20.01,17.18,12.15,15.18,14.24
