,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,2.46,1.36,1.23,1.04,1.06,1.12,2.48,2.13,4.34,1.88,3.04,2.75,3.07,3.2,3.17,3.37
f_1,1.17,2.46,1.88,1.23,1.1,1.23,1.9,2.43,2.12,2.4,2.38,1.69,2.46,3.19,1.83,2.86
e_1,1.11,1.13,2.54,1.6,1.22,1.19,2.51,2.14,2.73,4.54,2.94,2.88,2.73,2.91,2.09,3.39
c_1,1.23,1.15,1.02,2.58,2.05,1.07,2.57,2.25,1.65,2.14,2.52,2.68,2.68,3.62,2.77,3.05
b_1,1.24,1.36,1.16,1.06,2.71,2.04,2.1,2.42,2.18,2.86,1.7,2.7,2.35,3.61,2.9,3.58
a_1,1.46,1.32,1.13,1.35,1.02,3.35,2.31,2.81,2.86,2.4,2.56,2.75,1.63,3.98,2.59,2.86
h_1,1.4,1.69,1.25,1.26,1.37,1.24,4.06,3.21,2.55,2.45,3.14,3.0,2.88,2.91,3.49,4.46
g_1,1.82,1.14,1.49,1.28,1.26,1.14,2.32,4.42,2.96,2.48,3.18,4.21,2.86,2.93,3.45,2.39
c_0,1.23,1.57,1.37,1.14,1.26,1.42,3.04,2.78,4.01,3.47,4.86,3.05,4.01,3.42,3.31,3.61
d_0,0.94,1.28,1.11,2.39,1.28,1.36,2.71,2.49,2.29,4.21,2.92,3.27,2.71,3.66,3.02,3.97
b_0,1.25,1.58,1.28,1.53,1.08,1.09,2.77,2.66,2.65,3.32,4.45,3.65,5.3,4.11,3.77,4.52
f_0,1.57,1.15,1.25,1.46,1.41,1.32,2.82,2.3,3.02,2.74,3.05,4.33,3.1,3.9,5.11,3.54
a_0,1.3,1.47,1.32,1.53,1.44,1.09,2.73,2.64,2.67,2.92,2.35,3.38,4.86,4.25,3.16,4.02
h_0,1.45,1.75,1.48,1.2,1.26,1.03,2.08,3.5,3.23,3.08,2.73,2.51,3.0,2.7,2.99,4.01
e_0,1.37,1.7,1.06,1.33,1.29,1.4,2.93,2.81,2.84,2.85,2.77,2.64,4.0,3.95,4.98,3.76
g_0,1.76,1.29,1.18,1.49,1.13,1.38,2.61,2.31,3.15,2.58,2.6,3.97,2.84,3.15,3.41,3.4
