,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,3.81,3.51,3.66,2.63,2.92,1.68,2.01,1.56,1.68,1.71,,1.24,1.98,,1.21
e_1,2.65,0.42,4.3,3.42,3.57,3.45,1.66,2.33,1.55,1.69,1.74,2.32,1.25,1.64,,0.95
d_1,3.91,3.78,0.4,4.07,3.73,3.76,1.91,1.26,,1.64,1.61,1.36,1.32,1.58,1.77,0.86
c_1,3.25,3.2,4.23,0.4,5.0,4.24,2.15,1.72,1.1,,1.49,1.62,1.1,,1.62,1.49
b_1,4.84,3.68,3.73,1.92,0.37,4.36,2.31,1.96,1.61,1.81,,1.44,1.47,1.23,1.28,1.61
a_1,4.3,3.77,2.92,2.73,2.33,0.3,2.59,1.75,1.78,1.79,2.06,,1.48,,1.49,1.5
h_1,1.58,2.29,1.63,1.54,1.86,1.53,0.27,1.26,0.74,0.73,0.75,0.87,,0.8,0.77,0.91
g_1,2.09,1.83,2.12,2.3,1.57,1.75,0.64,0.24,0.82,0.85,0.77,0.93,0.61,0.89,0.98,
d_0,1.38,1.14,,1.64,2.04,1.47,0.86,1.01,0.29,0.91,0.82,0.7,0.46,0.7,0.55,0.73
c_0,1.43,1.64,0.9,,1.54,1.93,1.19,0.79,0.66,0.27,0.86,0.68,0.72,0.72,,0.62
b_0,1.47,1.45,1.89,2.36,,1.75,0.79,0.97,0.67,0.39,0.26,0.77,0.62,1.18,0.71,0.55
f_0,,1.26,1.6,1.62,1.7,,0.81,0.66,0.66,0.77,0.64,0.25,0.63,0.65,0.93,0.53
h_0,1.38,1.25,1.29,1.31,1.16,1.2,,0.59,0.83,0.51,0.54,0.49,,0.52,0.54,0.54
a_0,1.6,1.64,1.86,,1.81,,0.8,0.96,0.86,0.97,0.4,0.65,0.66,0.22,0.51,0.44
e_0,,,1.33,1.71,1.55,1.62,0.71,0.67,0.95,,0.71,0.39,0.68,0.77,0.21,
g_0,1.21,2.42,1.72,1.3,1.29,1.28,0.46,,0.54,0.7,0.53,0.71,0.35,0.59,,
