,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,5.33,10.65,11.25,7.65,5.83,3.38,4.06,4.0,2.75,2.37,2.8,1.74,2.26,,1.81
f_1,11.96,1.07,9.79,6.55,9.03,6.81,2.26,2.61,3.32,2.93,2.79,,1.38,2.25,2.54,2.81
c_1,10.41,10.27,1.07,11.92,9.1,9.01,3.83,1.9,4.58,,3.02,2.83,2.07,2.53,2.62,2.67
d_1,9.84,12.98,9.72,1.07,9.31,8.31,3.83,,2.49,3.04,2.99,2.91,2.49,2.73,2.51,1.67
b_1,12.93,12.78,7.67,10.91,1.07,12.55,3.75,2.97,3.06,4.15,,2.76,2.71,3.1,2.53,2.08
a_1,18.76,21.75,10.23,14.18,8.51,1.07,5.84,4.71,6.05,3.93,3.25,3.87,2.81,,,3.19
h_1,14.42,16.76,12.81,11.97,16.86,12.68,1.41,3.9,8.1,4.53,2.72,4.73,,4.31,2.94,2.73
d_0,7.98,14.63,13.89,,15.04,12.74,5.34,1.76,3.84,5.2,5.33,3.46,3.72,3.42,3.57,3.21
g_1,15.03,16.28,13.37,15.48,19.28,10.73,4.46,5.71,1.41,6.31,5.26,5.47,3.68,,3.78,
c_0,14.43,14.08,,9.64,13.78,13.54,5.18,4.23,3.92,1.67,5.35,5.21,4.21,3.69,4.87,3.02
b_0,16.54,16.21,20.14,17.66,,20.94,6.89,5.25,4.51,2.65,1.78,3.85,3.16,5.76,3.97,5.49
f_0,16.58,,17.28,18.33,16.19,16.32,6.56,4.84,5.78,5.4,5.23,1.74,3.05,3.34,5.34,1.93
h_0,21.17,18.41,19.16,15.18,11.84,16.78,,4.0,5.44,4.22,4.82,4.81,,3.65,3.17,2.58
a_0,30.13,23.28,21.35,18.72,26.07,,5.9,6.63,,6.88,3.56,6.56,6.51,1.75,5.36,3.67
e_0,,23.07,21.12,26.81,29.58,,10.91,6.74,10.05,7.34,8.72,3.14,4.9,5.53,1.74,
g_0,18.81,17.58,18.07,29.32,19.31,18.16,7.88,6.21,,5.82,4.2,7.88,4.5,7.01,,
