,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.68,1.48,1.32,1.34,1.23,1.12,0.5,0.7,0.44,0.44,0.44,0.62,0.29,0.39,0.4,0.41
e_1,0.92,0.67,1.35,1.64,1.5,1.45,0.66,0.66,0.54,0.65,0.5,0.61,0.43,0.56,0.88,0.47
d_1,1.48,1.72,0.64,1.35,1.46,1.34,0.73,0.45,0.55,0.93,0.49,0.5,0.41,0.43,0.39,0.28
c_1,1.54,1.22,1.7,0.64,1.52,1.41,0.61,0.75,0.7,0.33,0.55,0.59,0.48,0.46,0.57,0.39
b_1,1.88,1.47,1.62,1.01,0.62,1.63,0.73,0.69,0.69,0.56,0.96,0.59,0.45,0.51,0.61,0.47
a_1,2.13,1.95,1.62,1.79,1.1,0.57,0.97,0.82,0.76,0.85,0.87,0.5,0.57,1.26,0.63,0.63
h_1,2.38,2.16,2.1,2.32,2.14,1.58,0.57,1.29,0.78,0.73,0.72,0.73,1.19,0.83,0.72,0.64
g_1,2.39,3.08,2.33,2.24,2.43,1.92,0.74,0.55,0.86,0.9,0.85,0.96,0.6,0.88,0.7,0.79
c_0,2.88,2.48,1.52,3.49,2.15,2.09,1.07,0.9,0.63,1.3,1.07,1.07,0.84,0.87,0.89,0.72
d_0,2.53,1.45,3.62,3.03,2.42,1.83,1.29,1.7,0.8,0.64,0.91,0.77,0.87,0.81,0.72,0.78
b_0,3.02,2.6,2.33,3.0,2.84,1.98,1.08,0.91,0.57,0.93,0.6,0.78,0.78,0.95,0.89,0.69
f_0,3.9,2.5,2.29,2.44,2.72,2.48,1.37,0.7,0.8,1.18,0.96,0.57,0.85,1.16,0.95,0.54
h_0,3.35,2.62,2.93,2.63,2.63,2.4,1.28,1.32,0.85,0.9,0.93,0.79,1.04,0.83,0.9,0.76
a_0,3.62,2.54,3.14,3.17,3.58,2.94,1.16,1.17,0.94,1.09,0.69,0.92,0.86,0.58,0.77,0.74
e_0,4.41,3.5,3.3,2.6,3.19,2.49,1.17,1.21,0.97,1.13,0.94,0.54,0.85,1.29,0.54,0.71
g_0,3.08,2.7,3.2,3.21,3.2,2.72,1.18,1.44,1.0,1.1,1.09,1.22,0.88,0.97,1.2,1.17
