,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9604.59,5190.43,3545.19,5558.61,6216.42,32649.06,3697223.61,6648656.46,12631456.3,10781661.44,20839264.26,12425275.68,112011521.06,83109402.3,189165893.94,511699120.02
e_1,2716.66,11012.76,3503.02,6715.77,7351.94,35393.33,3589833.89,8787439.72,24597745.4,10660832.99,20873521.55,36209500.02,136364595.26,90271835.82,130788954.31,511795702.24
d_1,2506.41,2479.1,16441.33,3664.58,7985.1,31349.44,3778610.64,12967044.44,5927750.27,23769691.69,22834515.87,40620551.17,135584085.5,103696289.51,255646401.88,691163936.4
c_1,2560.1,2290.31,3709.06,23490.81,15349.2,31822.64,3646285.19,9435129.49,12964758.44,5017256.11,15521017.36,30153451.81,118459607.66,96036476.66,244866405.01,483898794.6
b_1,2476.5,2808.91,3445.67,5192.01,38510.98,85268.05,3216934.57,9189809.92,11695003.67,10926208.61,10324018.68,32708771.76,99880585.1,68155418.69,210033880.19,488457292.6
a_1,3195.25,2650.26,4004.38,6216.47,6120.77,266944.47,3970737.4,9240683.47,15495786.34,13739597.22,22168989.2,36430415.96,156592067.83,47954047.59,252314546.06,373138456.13
h_1,4659.09,3106.3,5403.87,4993.12,8488.98,47111.14,11015818.24,13569328.71,15174966.17,15489473.24,21674342.38,34724277.06,99001781.4,95914290.78,254872573.72,912496478.96
g_1,2647.33,2788.82,7734.55,5817.67,9654.95,41705.92,4170323.94,35665607.19,12171708.69,14965215.61,26631864.34,69050846.3,175454956.03,117395830.07,266133937.44,518154098.81
d_0,3365.05,3100.48,2328.53,12847.06,8629.65,44961.74,4156755.84,11951845.61,27931108.87,9579261.17,24277609.12,38217673.05,187822949.37,125181658.98,347288201.59,711186155.42
c_0,3479.95,3532.67,5100.59,3624.56,7766.68,44025.04,4389301.62,11665001.31,15629320.85,31561144.68,51370013.51,44864224.89,161590693.87,140421165.3,296216407.24,827562071.76
b_0,3779.62,2793.45,5329.36,7157.37,6084.25,36121.41,5003603.45,10580442.71,14990072.51,18934828.43,52699355.81,44946456.12,171234852.78,259158913.09,357734969.08,802153109.36
f_0,2437.9,2623.79,5137.44,5827.86,10280.19,55289.98,5460995.16,12137145.54,16255627.09,18943565.43,29700931.34,102509537.1,198460230.64,128504225.77,669904899.43,812488834.53
h_0,4405.59,3122.02,5048.53,7527.59,8589.98,31425.24,2832733.75,16649795.46,14175830.9,15142364.83,24732438.85,43004000.93,90520475.8,119991199.95,364436698.4,919259355.43
a_0,3196.47,3386.96,4550.4,7259.02,10148.93,26380.73,5473324.92,11540725.61,16876743.07,15903084.81,25764108.03,47599599.42,190818711.61,285546839.47,334246280.64,842796101.76
e_0,4380.34,2241.27,4371.13,7246.02,6978.29,47341.08,5523859.47,13337374.38,16307774.05,18550092.98,28807670.25,43669281.54,178185024.38,123233044.86,853508464.46,666587360.32
g_0,2150.35,3325.31,7836.18,6016.21,9458.84,49513.79,4141966.75,9888579.63,11818844.66,16917169.81,23450454.38,71030650.01,132633965.52,97567215.22,297351336.01,534920878.62
