,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.41,0.64,0.61,0.57,0.57,0.59,0.29,0.24,0.27,0.3,0.28,0.25,0.26,0.22,0.26,0.16
f_1,0.56,0.41,0.64,0.59,0.59,0.54,0.26,0.35,0.28,0.29,0.27,0.31,0.26,0.18,0.25,0.23
e_1,0.57,0.44,0.39,0.74,0.6,0.59,0.34,0.33,0.26,0.31,0.29,0.32,0.28,0.23,0.32,0.25
c_1,0.71,0.64,0.48,0.38,0.64,0.56,0.33,0.34,0.29,0.17,0.22,0.27,0.24,0.22,0.25,0.23
b_1,0.66,0.63,0.58,0.41,0.35,0.62,0.37,0.35,0.32,0.26,0.3,0.28,0.26,0.25,0.24,0.26
a_1,0.62,0.7,0.62,0.53,0.38,0.3,0.39,0.38,0.31,0.26,0.32,0.29,0.3,0.25,0.31,0.28
h_1,0.57,0.61,0.57,0.57,0.56,0.45,0.23,0.3,0.26,0.26,0.27,0.25,0.25,0.25,0.25,0.22
g_1,0.64,0.58,0.58,0.56,0.53,0.49,0.26,0.21,0.25,0.26,0.26,0.26,0.24,0.19,0.24,0.23
c_0,0.42,0.59,0.58,0.83,0.58,0.57,0.3,0.31,0.22,0.37,0.3,0.25,0.28,0.23,0.27,0.2
d_0,0.63,0.54,0.4,0.71,0.58,0.54,0.31,0.33,0.24,0.22,0.26,0.29,0.29,0.23,0.27,0.22
b_0,0.47,0.62,0.51,0.77,0.73,0.54,0.28,0.28,0.18,0.3,0.21,0.25,0.27,0.23,0.25,0.21
f_0,0.55,0.68,0.56,0.61,0.61,0.48,0.29,0.21,0.25,0.27,0.25,0.2,0.25,0.21,0.29,0.18
a_0,0.52,0.57,0.55,0.64,0.61,0.61,0.33,0.26,0.23,0.26,0.18,0.26,0.2,0.21,0.26,0.24
h_0,0.54,0.64,0.55,0.57,0.5,0.52,0.34,0.29,0.28,0.26,0.24,0.25,0.23,0.25,0.21,0.22
e_0,0.56,0.7,0.57,0.6,0.61,0.47,0.28,0.24,0.24,0.27,0.26,0.16,0.25,0.25,0.18,0.19
g_0,0.63,0.62,0.57,0.54,0.55,0.49,0.25,0.3,0.28,0.25,0.27,0.25,0.24,0.2,0.24,0.23
