,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,102.89,53.58,41.63,52.77,80.49,213.3,4206.82,7642.49,10970.39,12297.78,15120.9,10979.6,53230.99,47335.39,60799.86,109725.28
e_1,28.25,104.51,42.07,45.2,92.61,207.78,5464.06,6969.53,21768.66,13765.29,15383.82,31844.16,68889.05,49001.83,35684.01,120539.97
d_1,28.71,30.29,126.84,44.72,82.81,234.93,3739.68,6382.48,5122.42,19385.76,15238.06,23513.76,56038.01,52589.84,63375.04,113335.31
c_1,32.66,32.05,30.91,146.05,129.1,143.6,3638.79,6603.02,7800.75,3179.15,9704.44,20124.89,48686.75,49357.83,55090.27,90011.49
b_1,24.6,20.89,29.25,30.83,223.86,345.01,4473.37,5492.64,10948.31,10067.82,5998.84,17179.14,38113.41,34178.68,46991.87,86499.88
a_1,19.9,18.41,19.72,34.58,26.53,544.01,2596.64,4002.8,5731.47,6860.12,7990.37,11830.45,28827.18,15779.08,35208.7,53950.66
h_1,13.9,8.79,14.81,13.77,23.61,73.89,2800.76,3909.52,4176.54,4075.98,4764.79,7492.24,17203.54,15151.83,22555.71,44780.16
g_1,8.97,7.36,17.02,13.61,17.61,64.38,871.94,4440.76,2604.53,3164.28,4642.19,8492.03,15037.71,12246.48,15909.77,25051.02
d_0,9.01,5.61,5.39,20.9,17.17,64.11,1062.77,2063.62,4939.83,2868.82,3408.88,5694.03,14388.45,13843.86,17036.17,29276.41
c_0,8.4,7.17,9.92,9.57,17.11,52.92,1137.08,2447.61,3338.62,5215.75,6700.22,6568.73,19048.22,17031.3,15317.44,34436.36
b_0,8.53,7.61,10.4,12.19,7.61,43.44,1033.54,1798.29,2925.67,2394.09,6197.85,5767.56,14548.48,20203.12,15544.06,24297.83
f_0,4.81,5.06,10.11,11.52,13.48,44.9,852.33,1339.17,3108.06,2616.77,3151.02,8600.27,12391.56,11447.33,22076.02,24209.02
h_0,6.49,4.37,7.27,8.83,10.04,32.32,250.73,1445.74,1924.48,1731.85,2425.95,3059.43,5985.56,9346.94,8002.45,20504.21
a_0,5.24,4.76,7.05,7.47,11.04,21.19,700.97,1415.98,1794.24,1547.35,2291.51,4307.8,8866.36,15888.91,12739.45,17636.49
e_0,5.08,2.57,5.51,7.45,11.81,34.5,588.05,1385.74,2102.68,2277.97,2552.87,3139.24,10403.27,8295.58,19255.29,15631.05
g_0,3.45,3.46,7.37,6.33,8.43,30.77,485.99,612.33,1408.65,1410.57,1982.98,4166.75,6063.39,7249.89,9322.29,10252.54
