,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.43,1.12,0.84,1.43,1.2,1.03,2.65,2.31,4.28,2.42,2.65,2.73,3.29,2.5,1.82,3.15
f_1,1.75,2.46,1.1,1.15,0.87,1.02,1.77,1.93,2.01,2.5,1.22,2.44,2.75,2.37,2.06,2.57
d_1,1.23,1.21,2.56,1.03,1.11,1.1,2.17,2.13,1.38,3.97,2.45,2.77,3.32,2.71,2.39,2.6
c_1,0.93,1.07,1.23,2.6,1.86,0.97,2.23,1.77,2.16,1.15,2.46,2.07,3.07,2.56,2.53,3.38
b_1,1.05,1.13,1.25,0.83,2.62,1.9,1.86,2.23,2.45,2.61,2.94,1.51,3.15,2.05,2.74,3.31
a_1,1.13,1.2,1.3,1.14,0.9,3.17,2.41,2.47,2.34,2.61,2.58,2.86,3.25,1.44,3.28,3.09
h_1,1.08,1.67,1.34,1.26,1.26,1.17,3.98,2.82,2.76,2.28,2.25,2.81,2.26,2.44,2.97,4.43
g_1,1.08,1.12,1.66,1.46,1.33,1.02,2.42,4.31,2.05,2.69,3.75,2.57,2.58,2.65,2.55,2.11
d_0,1.03,1.4,0.97,2.15,1.11,1.24,2.48,2.7,3.97,2.34,2.68,2.75,3.3,2.69,2.78,3.62
c_0,1.44,1.37,1.14,1.06,0.99,1.32,2.78,2.33,2.75,3.95,2.99,4.62,3.38,3.32,2.41,3.4
f_0,0.93,1.11,1.35,1.42,1.49,1.29,2.87,2.34,2.82,2.12,4.36,2.37,3.67,2.71,5.34,3.72
b_0,1.17,1.36,1.27,1.59,1.09,0.89,2.2,2.66,2.98,2.56,3.24,4.44,3.59,5.31,3.01,3.54
h_0,1.18,1.53,1.33,1.18,1.17,1.16,1.62,3.5,2.99,2.59,2.79,2.82,2.36,3.2,2.65,4.03
a_0,1.29,1.26,1.22,1.35,1.49,0.61,2.53,2.9,2.49,2.76,3.15,2.03,3.27,5.11,2.88,4.58
e_0,0.84,1.52,1.6,1.25,1.17,1.17,2.75,2.59,2.62,3.25,2.18,2.82,4.2,2.76,4.97,3.03
g_0,1.04,1.24,2.05,1.19,1.2,1.35,2.06,2.2,2.18,2.63,3.93,2.6,3.21,2.02,3.86,2.75
