,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.61,1.05,0.94,0.91,0.89,0.24,0.23,0.28,0.2,0.18,0.24,0.12,0.17,0.25,0.14
f_1,0.86,0.43,0.95,0.79,0.87,0.79,0.18,0.21,0.26,0.18,0.18,0.26,0.1,0.18,0.18,0.16
c_1,0.81,0.94,0.4,1.28,0.91,0.85,0.3,0.13,0.28,0.3,0.21,0.18,0.15,0.17,0.17,0.16
d_1,1.1,1.13,1.06,0.39,0.92,0.82,0.27,0.3,0.17,0.19,0.2,0.19,0.14,0.19,0.18,0.09
b_1,1.06,1.1,0.58,1.19,0.38,1.17,0.33,0.19,0.32,0.33,0.33,0.24,0.17,0.24,0.2,0.13
a_1,1.27,1.37,0.97,1.44,0.65,0.33,0.41,0.27,0.42,0.29,0.31,0.23,0.2,0.33,0.25,0.18
h_1,1.61,1.88,1.94,1.78,1.95,1.45,0.27,0.38,0.47,0.35,0.31,0.4,0.33,0.34,0.32,0.24
d_0,1.21,1.8,1.96,2.86,2.17,1.74,0.58,0.31,0.54,0.5,0.45,0.41,0.36,0.38,0.48,0.33
g_1,1.86,1.98,1.83,1.89,1.87,1.69,0.51,0.42,0.27,0.43,0.39,0.36,0.24,0.39,0.36,0.28
c_0,2.14,2.35,2.81,1.21,2.24,1.56,0.56,0.59,0.45,0.28,0.41,0.39,0.35,0.37,0.36,0.25
b_0,2.12,2.26,3.17,1.59,2.88,1.67,0.58,0.49,0.46,0.26,0.28,0.37,0.3,0.38,0.35,0.31
f_0,2.09,2.92,2.19,1.96,2.01,2.17,0.63,0.45,0.37,0.42,0.37,0.27,0.31,0.37,0.37,0.18
h_0,2.4,2.42,2.45,2.12,2.1,2.19,0.85,0.55,0.64,0.43,0.49,0.48,0.4,0.41,0.4,0.29
a_0,2.59,2.45,3.16,2.11,3.27,2.3,0.59,0.68,0.6,0.41,0.29,0.46,0.38,0.26,0.43,0.33
e_0,3.36,3.39,2.62,2.31,2.59,2.48,0.79,0.54,0.58,0.47,0.54,0.3,0.41,0.43,0.26,0.28
g_0,2.78,2.69,3.11,2.76,2.74,2.43,0.67,0.61,0.97,0.56,0.53,0.64,0.35,0.62,0.48,0.46
