,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.27,0.46,0.47,0.47,0.48,0.14,0.18,0.09,0.12,0.09,0.14,0.07,0.09,0.16,0.07
f_1,0.43,0.16,0.42,0.46,0.46,0.41,0.1,0.15,0.09,0.1,0.09,0.12,0.04,0.08,0.09,0.07
d_1,0.5,0.47,0.16,0.56,0.43,0.38,0.12,0.07,0.09,0.18,0.1,0.09,0.06,0.07,0.08,0.04
c_1,0.36,0.47,0.6,0.15,0.46,0.38,0.13,0.16,0.14,0.05,0.11,0.09,0.08,0.09,0.08,0.07
b_1,0.44,0.58,0.56,0.24,0.12,0.51,0.13,0.14,0.13,0.09,0.15,0.1,0.08,0.09,0.1,0.08
a_1,0.48,0.5,0.5,0.53,0.2,0.08,0.16,0.14,0.1,0.12,0.14,0.11,0.08,0.14,0.11,0.08
h_1,0.37,0.42,0.36,0.45,0.4,0.38,0.06,0.11,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.06
g_1,0.42,0.43,0.35,0.46,0.41,0.39,0.09,0.05,0.07,0.09,0.09,0.08,0.05,0.08,0.07,0.07
c_0,0.41,0.41,0.24,0.77,0.46,0.44,0.12,0.11,0.06,0.11,0.09,0.08,0.06,0.07,0.08,0.05
d_0,0.24,0.41,0.57,0.41,0.5,0.38,0.14,0.15,0.09,0.06,0.08,0.08,0.06,0.08,0.07,0.07
b_0,0.38,0.38,0.32,0.53,0.66,0.37,0.12,0.12,0.05,0.1,0.05,0.07,0.07,0.08,0.07,0.05
f_0,0.34,0.56,0.35,0.46,0.48,0.39,0.12,0.07,0.08,0.08,0.08,0.05,0.05,0.08,0.08,0.04
h_0,0.39,0.43,0.39,0.44,0.38,0.29,0.16,0.1,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.06
a_0,0.42,0.37,0.35,0.41,0.51,0.53,0.11,0.12,0.07,0.08,0.05,0.08,0.05,0.04,0.07,0.05
e_0,0.58,0.65,0.35,0.41,0.41,0.34,0.1,0.1,0.07,0.08,0.08,0.04,0.05,0.08,0.03,0.05
g_0,0.38,0.43,0.38,0.46,0.41,0.36,0.08,0.15,0.08,0.09,0.08,0.08,0.04,0.07,0.08,0.06
