,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.23,0.92,0.97,0.91,0.81,0.57,0.57,0.74,0.65,0.58,0.51,0.45,0.5,0.54,0.65
e_1,0.81,1.0,0.96,1.22,0.96,0.87,0.76,0.67,0.66,0.86,0.65,0.77,0.65,0.57,0.69,0.61
d_1,1.09,1.05,1.0,0.84,0.89,0.88,0.71,0.89,0.53,0.74,0.74,0.65,0.63,0.61,0.65,0.48
c_1,1.02,0.82,1.19,1.0,1.67,0.71,0.69,0.54,0.68,0.42,0.55,0.56,0.62,0.57,0.51,0.6
b_1,1.1,1.04,1.14,0.6,1.0,1.44,0.89,0.73,0.71,0.74,0.65,0.61,0.7,0.54,0.55,0.65
a_1,1.23,1.15,1.13,1.41,0.7,1.0,0.88,0.7,0.77,0.91,0.84,0.86,0.83,0.95,0.61,0.68
h_1,1.74,1.3,1.42,1.44,1.16,1.13,1.0,0.86,1.15,0.79,0.86,0.78,0.79,0.9,0.77,0.89
c_0,1.69,1.55,1.11,2.18,1.35,1.31,1.11,1.0,1.07,1.13,1.33,0.94,1.02,1.03,0.8,0.87
g_1,1.34,1.54,1.84,1.49,1.4,1.32,0.88,0.98,1.0,0.87,0.89,1.1,0.76,0.79,0.69,0.64
d_0,1.45,1.23,1.41,2.31,1.37,1.1,1.29,0.9,1.13,1.0,1.01,0.85,0.95,0.9,0.86,0.75
b_0,1.77,1.51,1.38,1.77,1.57,1.13,1.16,0.77,1.14,0.98,1.0,0.96,1.08,1.37,0.92,0.71
f_0,1.81,1.34,1.52,1.73,1.56,1.22,1.32,1.04,0.88,1.12,1.02,1.0,1.07,1.13,1.46,0.72
h_0,2.02,1.59,1.61,1.62,1.46,1.12,1.27,0.98,1.34,1.05,0.91,0.92,1.0,0.82,0.99,1.13
a_0,2.05,1.71,1.55,1.79,1.99,1.13,1.12,0.98,1.33,1.18,0.79,1.0,1.23,1.0,1.02,1.05
e_0,1.92,1.47,1.57,1.9,1.72,1.62,1.39,1.17,1.54,1.15,1.12,0.72,1.06,0.98,1.0,1.06
g_0,1.57,1.64,2.17,1.7,1.51,1.44,1.09,1.12,1.38,1.27,1.32,1.41,0.93,0.98,1.0,1.0
