,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,6.08,5.55,5.77,4.07,4.29,2.23,2.61,2.03,2.13,2.15,,1.52,2.39,,1.42
e_1,4.26,0.67,6.81,5.42,5.55,5.09,2.22,3.04,2.01,2.16,2.2,2.89,1.54,1.99,,1.13
d_1,6.5,6.27,0.66,6.67,6.0,5.74,2.64,1.7,,2.17,2.1,1.76,1.68,1.98,2.19,1.05
c_1,5.41,5.33,6.95,0.65,8.06,6.5,2.98,2.33,1.49,,1.95,2.1,1.4,,2.01,1.82
b_1,8.54,6.49,6.51,3.35,0.63,7.08,3.39,2.81,2.3,2.55,,1.97,1.98,1.65,1.69,2.09
a_1,8.82,7.73,5.92,5.52,4.62,0.57,4.43,2.92,2.96,2.93,3.34,,2.32,,2.28,2.26
h_1,4.36,6.31,4.45,4.19,4.98,3.9,0.61,2.83,1.65,1.61,1.62,1.88,,1.66,1.59,1.86
g_1,6.22,5.44,6.22,6.75,4.51,4.79,1.6,0.58,1.98,2.01,1.8,2.14,1.38,2.0,2.17,
d_0,4.14,3.41,,4.84,5.91,4.04,2.14,2.45,0.71,2.18,1.93,1.63,1.05,1.57,1.22,1.6
c_0,4.53,5.18,2.81,,4.73,5.63,3.14,2.02,1.71,0.68,2.15,1.67,1.75,1.73,,1.45
b_0,4.8,4.73,6.09,7.6,,5.24,2.15,2.58,1.77,1.02,0.68,1.95,1.55,2.91,1.73,1.33
f_0,,4.25,5.35,5.41,5.57,,2.28,1.82,1.81,2.08,1.72,0.66,1.63,1.67,2.35,1.33
h_0,4.95,4.49,4.56,4.64,4.03,3.95,,1.72,2.41,1.46,1.53,1.38,,1.4,1.45,1.42
a_0,5.93,6.07,6.79,,6.49,,2.46,2.87,2.58,2.84,1.18,1.88,1.87,0.61,1.41,1.2
e_0,,,5.04,6.5,5.77,5.75,2.27,2.09,2.95,,2.15,1.17,2.01,2.23,0.61,
g_0,4.86,9.7,6.79,5.15,5.0,4.73,1.53,,1.75,2.23,1.68,2.21,1.07,1.8,,
