,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.91,0.37,0.43,0.26,0.23,0.15,0.25,0.52,0.22,0.22,0.27,0.24,0.28,0.18,0.11,0.21
f_1,0.59,0.91,0.32,0.27,0.21,0.17,0.24,0.32,0.2,0.25,0.24,0.14,0.26,0.14,0.11,0.18
c_1,0.31,0.31,0.9,0.3,0.5,0.17,0.23,0.29,0.19,0.13,0.18,0.24,0.28,0.16,0.15,0.2
d_1,0.29,0.34,0.25,0.92,0.28,0.2,0.29,0.19,0.26,0.47,0.29,0.26,0.31,0.18,0.18,0.22
b_1,0.33,0.31,0.3,0.31,0.9,0.4,0.2,0.26,0.2,0.23,0.14,0.22,0.29,0.14,0.18,0.18
a_1,0.35,0.34,0.32,0.32,0.26,0.89,0.24,0.25,0.25,0.29,0.29,0.23,0.35,0.13,0.17,0.22
h_1,0.36,0.49,0.31,0.36,0.24,0.18,0.62,0.28,0.35,0.29,0.27,0.26,0.22,0.2,0.15,0.3
d_0,0.35,0.39,0.61,0.21,0.32,0.21,0.3,0.5,0.21,0.19,0.29,0.24,0.28,0.2,0.18,0.22
g_1,0.32,0.34,0.33,0.5,0.25,0.21,0.3,0.28,0.61,0.31,0.28,0.42,0.31,0.16,0.2,0.19
c_0,0.38,0.41,0.3,0.38,0.22,0.2,0.32,0.32,0.29,0.48,0.53,0.27,0.37,0.22,0.22,0.25
b_0,0.4,0.39,0.42,0.4,0.16,0.17,0.3,0.37,0.23,0.3,0.49,0.26,0.32,0.41,0.22,0.27
f_0,0.26,0.3,0.4,0.37,0.33,0.23,0.31,0.34,0.25,0.29,0.33,0.48,0.34,0.17,0.41,0.29
h_0,0.42,0.52,0.32,0.37,0.27,0.19,0.22,0.28,0.33,0.28,0.26,0.26,0.22,0.18,0.17,0.29
a_0,0.35,0.41,0.41,0.38,0.24,0.16,0.3,0.4,0.21,0.33,0.29,0.28,0.32,0.38,0.19,0.23
e_0,0.26,0.44,0.38,0.37,0.29,0.27,0.32,0.27,0.24,0.24,0.24,0.26,0.34,0.2,0.41,0.3
g_0,0.32,0.31,0.32,0.56,0.31,0.19,0.26,0.24,0.19,0.29,0.31,0.38,0.32,0.21,0.21,0.19
