,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.35,1.09,1.22,1.0,0.95,0.94,1.03,0.77,0.86,0.86,,0.89,1.07,0.91,1.14
e_1,0.74,1.0,0.88,0.85,1.02,0.94,1.36,1.04,1.16,1.04,1.16,0.98,1.0,1.05,,1.04
d_1,0.92,1.14,1.0,0.97,1.02,1.05,1.16,0.77,,1.35,0.87,1.28,0.96,0.84,0.92,0.75
c_1,0.82,1.18,1.03,1.0,1.33,1.13,0.92,0.96,0.71,,1.02,1.2,0.86,1.07,0.86,1.34
b_1,1.0,0.98,0.98,0.75,1.0,1.23,0.98,0.97,1.17,1.15,,1.13,1.14,0.76,1.13,
a_1,1.05,1.07,0.95,0.88,0.81,1.0,1.25,1.44,0.85,1.3,1.24,,1.03,,1.0,0.85
h_1,1.07,0.74,0.86,1.08,1.02,0.8,1.0,1.06,1.02,1.06,0.98,0.98,,0.88,1.12,1.47
g_1,0.97,0.96,1.29,1.04,1.03,0.69,0.95,1.0,0.98,1.22,0.89,1.1,0.79,1.11,1.14,
d_0,1.3,0.86,,1.41,0.86,1.18,0.98,1.02,1.0,0.66,0.94,0.87,1.11,0.91,1.17,0.96
c_0,1.16,0.96,0.74,,0.87,0.77,0.94,0.82,1.51,1.0,1.31,1.09,1.23,0.77,1.15,0.89
b_0,1.16,0.86,1.15,0.98,,0.8,1.02,1.13,1.06,0.76,1.0,1.02,1.18,1.41,0.83,0.82
f_0,,1.02,0.78,0.83,0.89,,1.02,0.91,1.14,0.92,0.98,1.0,0.98,1.05,1.37,0.98
h_0,1.13,1.0,1.04,1.16,0.88,0.97,,1.27,0.9,0.81,0.85,1.02,,1.0,0.7,1.33
a_0,0.93,0.96,1.2,0.94,1.31,,1.13,0.9,1.1,1.29,0.71,0.95,1.0,1.0,1.04,0.83
e_0,1.1,,1.09,1.16,0.89,1.0,0.89,0.87,0.85,0.87,1.21,0.73,1.44,0.96,1.0,1.14
g_0,0.87,0.96,1.33,0.75,,1.17,0.68,,1.04,1.12,1.22,1.02,0.75,1.21,0.87,
