,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,f_0,b_0,a_0,h_0,e_0,g_0
e_1,9370.54,5133.85,4444.65,10937.99,12960.93,52579.25,4735253.68,8886750.9,20039718.31,40029650.77,38084138.7,42852714.67,112520256.99,198537727.84,119668865.9,418820015.09
f_1,6095.39,13455.08,4314.75,9543.32,11404.33,44187.39,4455085.37,7243826.1,16623895.58,23456718.58,23274130.75,39230104.54,112408283.32,168710516.6,125146461.98,335898618.41
d_1,3375.95,4829.79,14404.57,7042.88,12239.17,54701.83,5343425.45,8668644.09,36390351.63,16024960.67,44987134.45,53003647.04,116679316.69,178102572.53,193563906.19,480366317.91
c_1,3194.34,4379.22,5083.45,29484.58,24474.63,48155.75,4822854.41,7927111.81,9250291.85,21883073.32,40327356.13,26168825.76,108614465.83,174958561.82,180632263.98,378812730.92
b_1,3143.04,5284.17,5029.57,9936.15,44871.16,91884.64,4481561.27,8761388.35,16978035.26,20068306.23,40898927.53,20082673.78,73416083.23,193777342.47,157821595.86,358370901.76
a_1,4129.72,5077.59,5263.29,9074.7,10601.19,240162.05,5216814.05,8631683.01,20454522.73,26009382.09,43199981.64,42906539.71,78435772.74,231298930.31,227605732.22,446848533.31
h_1,3575.59,7300.25,5527.28,10739.21,13467.42,53681.57,9886267.98,11405608.72,20066275.05,24428601.46,37505472.78,51189461.16,113123053.04,157411840.87,198256364.53,589077981.83
g_1,3604.37,4893.99,8037.83,10780.85,14810.96,44206.97,4190582.1,20121732.22,21760701.2,22371049.13,63702658.93,42786202.22,105552931.55,222902279.39,185508103.39,383242512.93
c_0,3725.62,6307.51,6659.11,8674.92,10700.97,52223.53,5744882.34,9313954.52,35930107.64,24782765.79,47709390.64,91302983.67,150854468.5,237305391.88,258106966.18,534525569.82
d_0,3576.59,5633.87,4079.31,18452.81,15561.76,35656.87,4908228.61,9467811.94,15317148.56,41474383.09,41147491.0,42628575.97,129182186.51,232110566.49,228656899.3,378477196.16
f_0,3219.83,4400.03,6568.5,11303.57,13027.69,56203.97,5535676.43,9451459.42,25221423.06,30336186.33,84494051.5,50476103.51,135351961.88,214012681.08,455686961.89,541024682.67
b_0,3836.57,6242.59,5852.67,12051.13,9163.98,41225.26,5396806.8,9591076.86,22676371.71,29098873.87,51038937.17,85747829.63,250591920.81,224803055.44,216052209.73,590050227.27
a_0,3717.49,6525.32,6267.96,11096.08,12335.06,35430.0,6036348.46,10097557.82,21916357.15,25270999.94,48250527.27,43867805.22,280779485.41,219780398.72,190172135.19,483517435.67
h_0,3778.09,7638.16,6111.59,8929.7,12911.52,57436.38,3762885.69,12010706.6,21172871.1,23408268.93,40929090.31,40056301.36,118170224.6,174347853.06,159727601.26,615224223.8
e_0,3330.18,6499.78,5829.7,9872.78,16414.61,43138.08,5628495.25,8823668.21,22422341.65,25430590.15,51181815.98,54350799.41,150482811.28,206271469.2,443307310.23,510215855.84
g_0,3571.62,4637.45,9018.19,10061.71,12841.25,50280.69,4857800.54,7095127.83,21111393.54,22948080.16,66768162.48,52186446.2,134742878.05,201227507.92,227290950.46,398430925.89
