,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.88,0.22,0.17,0.21,0.14,0.09,0.16,0.34,0.16,0.14,0.15,0.12,0.17,0.09,0.14,0.03
f_1,0.34,0.88,0.18,0.16,0.14,0.09,0.16,0.16,0.18,0.15,0.16,0.06,0.15,0.11,0.14,0.09
d_1,0.19,0.23,0.89,0.16,0.12,0.11,0.19,0.08,0.32,0.11,0.2,0.15,0.14,0.11,0.14,0.09
c_1,0.18,0.19,0.14,0.89,0.31,0.11,0.14,0.19,0.05,0.12,0.1,0.13,0.16,0.07,0.13,0.11
b_1,0.19,0.16,0.2,0.17,0.88,0.21,0.16,0.15,0.17,0.12,0.06,0.12,0.14,0.09,0.13,0.09
a_1,0.17,0.16,0.22,0.2,0.15,0.88,0.19,0.16,0.18,0.12,0.17,0.15,0.16,0.06,0.13,0.11
h_1,0.19,0.31,0.27,0.19,0.17,0.12,0.56,0.22,0.22,0.24,0.18,0.13,0.09,0.13,0.21,0.12
d_0,0.21,0.23,0.11,0.4,0.22,0.12,0.2,0.43,0.15,0.2,0.19,0.15,0.21,0.1,0.16,0.12
c_0,0.21,0.24,0.27,0.14,0.15,0.13,0.24,0.21,0.44,0.19,0.41,0.18,0.18,0.18,0.18,0.12
g_1,0.24,0.23,0.32,0.19,0.16,0.1,0.2,0.21,0.21,0.54,0.18,0.27,0.17,0.11,0.1,0.13
b_0,0.25,0.25,0.24,0.22,0.11,0.09,0.18,0.2,0.22,0.19,0.44,0.17,0.25,0.26,0.16,0.13
f_0,0.19,0.16,0.26,0.23,0.21,0.15,0.26,0.21,0.21,0.17,0.22,0.42,0.22,0.13,0.19,0.24
h_0,0.24,0.33,0.24,0.21,0.18,0.12,0.12,0.21,0.22,0.22,0.17,0.17,0.12,0.14,0.23,0.09
a_0,0.26,0.21,0.23,0.23,0.19,0.07,0.26,0.2,0.21,0.2,0.24,0.15,0.22,0.41,0.19,0.12
g_0,0.23,0.17,0.44,0.22,0.19,0.09,0.19,0.18,0.22,0.1,0.2,0.27,0.18,0.12,0.09,0.11
e_0,0.12,0.23,0.27,0.22,0.2,0.15,0.25,0.18,0.22,0.2,0.2,0.18,0.25,0.15,0.21,0.35
