,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,e_0,a_0,g_0
f_1,9189.74,7171.24,8039.03,10942.08,13958.34,50509.36,5744472.67,17433066.08,16909281.61,30070211.08,56151207.39,46627444.63,287643852.99,200369974.58,296833666.87,570021667.95
e_1,5070.05,9750.01,9068.83,9511.75,14651.49,52568.38,6193017.48,26720966.43,20372998.14,31927336.99,63141937.99,72150867.9,322952397.91,207013164.73,288201259.21,665081016.01
c_1,4421.99,4308.64,17565.03,12541.07,26725.06,65021.03,5664707.89,14216679.26,18168941.95,19105914.3,41619145.67,64223708.01,249377280.93,256143707.84,238368437.35,666292807.2
d_1,4657.09,4717.76,6125.74,31370.74,14086.14,49284.89,6836295.95,11386998.71,19554685.09,60268889.49,72158096.25,73431290.74,311671257.01,285393518.76,314417014.38,732820604.75
b_1,4296.48,4288.97,7555.36,11948.62,42145.72,116865.76,5599538.45,14723691.87,16411953.85,32382663.26,42766781.3,68201741.17,315991786.69,298981007.97,204007890.48,722270012.25
a_1,4921.09,4380.69,7603.98,12155.98,15657.84,209604.43,6379710.15,15669337.14,19485341.53,30268174.61,65489047.99,76735820.41,370358177.99,305202026.3,245156362.93,843121895.19
h_1,5839.14,4843.96,8530.22,12866.69,16725.11,58623.96,10910599.38,15611754.75,25111423.04,34565208.14,58040260.81,77445227.09,230571974.64,336781541.79,295020836.33,906336638.19
d_0,5145.11,4580.99,13392.34,9151.05,18393.07,53885.9,6689079.2,23559568.27,21441753.12,24662249.37,56552827.35,64244176.01,323309443.64,314517322.71,309058223.11,723328626.98
g_1,4665.05,3969.22,7914.98,19701.27,17805.16,59797.19,6498945.14,13749802.35,41621049.46,37402526.05,59903938.91,108985544.94,310147189.91,350376393.02,287907476.07,635975969.19
c_0,5520.8,5253.91,7474.59,13598.55,12599.59,64250.87,6724611.96,16947080.09,22551007.7,51960573.87,117855306.46,83751044.0,318802566.78,284566486.22,417084650.61,751140763.61
b_0,5656.83,5468.59,8836.49,12966.36,13754.52,47832.56,7060889.24,17780938.43,22352706.62,36163499.5,101845789.73,75445362.71,326467960.65,308279726.3,617357114.4,784365892.42
f_0,4106.62,3755.59,9983.55,13935.15,18057.91,68110.16,6877259.51,18139509.76,22799335.63,35015510.49,67493352.8,128179685.36,355035183.14,595403090.13,261251746.52,838872593.02
h_0,6038.77,5133.85,9175.19,12441.98,18802.56,54039.18,5583764.15,15920109.09,25214657.66,33927542.88,66641588.12,69981881.58,231047380.78,321852050.77,250896857.96,919785405.61
e_0,5366.58,3705.49,10147.32,12539.65,18910.58,72092.05,7636478.18,14006808.0,21093292.29,33819625.57,59408012.86,78162823.63,331528824.35,569768116.61,304474918.66,876864256.24
a_0,5673.76,5122.08,9036.82,11833.0,17052.56,48809.36,7035575.8,18688641.61,25922567.2,32293694.03,66557909.58,76347636.79,375215066.72,324873244.18,597986652.01,808536668.01
g_0,4114.77,4439.97,8919.03,17375.93,18557.68,63570.97,6825277.2,15740984.23,19226414.7,36176518.6,64051573.54,114676659.24,310463666.64,381044258.72,280576887.27,700956935.35
