,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.18,0.43,0.9,0.85,0.72,0.8,0.23,0.18,0.17,0.24,0.23,0.21,0.13,0.17,0.14,0.35
f_1,0.74,0.17,0.64,0.79,0.74,0.83,0.16,0.15,0.15,0.25,0.12,0.31,0.09,0.13,0.11,0.15
d_1,0.83,0.79,0.17,0.89,0.93,0.61,0.21,0.38,0.14,0.13,0.14,0.13,0.11,0.13,0.07,0.11
c_1,0.61,0.84,1.07,0.15,0.63,0.83,0.23,0.09,0.33,0.22,0.16,0.16,0.11,0.19,0.12,0.18
b_1,0.81,0.92,0.83,0.43,0.12,0.69,0.28,0.17,0.19,0.29,0.46,0.16,0.1,0.19,0.11,0.13
a_1,0.75,0.93,0.79,0.66,0.45,0.08,0.29,0.16,0.21,0.33,0.24,0.16,0.12,0.69,0.12,0.13
h_1,0.6,0.6,0.6,0.64,0.71,0.56,0.06,0.14,0.13,0.19,0.11,0.11,0.18,0.13,0.09,0.09
d_0,0.36,0.59,0.94,0.63,0.64,0.63,0.23,0.07,0.13,0.21,0.14,0.15,0.12,0.12,0.1,0.15
c_0,0.61,0.61,0.34,1.78,0.7,0.63,0.18,0.14,0.07,0.15,0.12,0.12,0.09,0.12,0.1,0.16
g_1,0.6,0.63,0.51,0.85,0.84,0.7,0.14,0.12,0.11,0.05,0.13,0.11,0.07,0.12,0.14,0.12
b_0,0.62,0.65,0.46,0.81,1.64,0.58,0.16,0.13,0.06,0.17,0.06,0.12,0.09,0.1,0.09,0.11
f_0,0.65,1.13,0.53,0.61,0.6,0.65,0.19,0.13,0.12,0.13,0.12,0.05,0.1,0.11,0.05,0.12
h_0,0.65,0.72,0.55,0.63,0.51,0.44,0.34,0.12,0.11,0.16,0.12,0.11,0.15,0.12,0.08,0.13
a_0,0.62,0.59,0.54,0.6,0.7,1.62,0.18,0.12,0.1,0.15,0.07,0.12,0.1,0.04,0.15,0.15
g_0,0.58,0.59,0.51,0.59,0.71,0.62,0.13,0.15,0.12,0.24,0.13,0.11,0.07,0.13,0.18,0.11
e_0,1.09,1.0,0.44,0.56,0.55,0.7,0.14,0.13,0.11,0.16,0.11,0.05,0.09,0.09,0.07,0.04
