,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.14,9.76,12.58,10.23,11.94,9.92,1.92,2.07,3.45,1.84,2.22,10.74,1.21,2.05,2.21,1.63
e_1,5.67,1.14,12.53,13.32,12.29,10.53,3.09,2.43,3.69,3.59,2.37,2.72,1.75,2.2,17.41,2.07
c_1,14.4,9.48,1.14,16.06,11.15,11.56,3.28,1.41,3.6,6.93,2.65,2.08,2.23,2.4,2.39,1.52
d_1,12.46,18.28,13.13,1.13,14.03,12.0,3.09,14.33,1.89,2.55,2.58,2.2,1.37,2.03,2.32,1.18
b_1,13.81,13.49,7.1,16.3,1.15,16.38,5.68,2.79,4.59,3.83,19.03,3.46,1.89,4.14,2.35,1.9
a_1,25.43,23.54,16.46,28.67,10.13,1.15,7.98,4.57,8.03,4.55,8.76,4.24,3.24,25.93,5.25,3.14
h_1,29.73,28.36,28.04,23.44,24.38,33.05,1.92,5.82,10.06,5.52,5.81,6.47,11.1,5.05,5.8,5.12
d_0,35.45,15.87,33.09,69.8,31.97,25.46,11.04,2.61,8.23,5.11,5.81,5.49,5.1,6.82,5.25,6.33
g_1,46.09,33.05,39.87,32.11,42.31,28.98,7.68,9.68,1.96,6.64,7.17,6.47,4.19,6.08,5.98,13.38
c_0,50.51,36.02,183.83,15.98,41.1,36.23,11.51,8.56,9.75,2.47,5.06,7.77,5.22,8.84,5.8,6.44
b_0,40.08,36.76,59.09,25.48,143.85,48.31,13.66,7.23,11.12,3.88,2.38,9.9,6.08,8.84,6.84,7.91
f_0,127.14,41.4,48.66,42.25,33.07,35.55,13.43,11.83,6.89,8.91,8.76,2.6,6.08,8.1,9.12,3.78
h_0,51.21,53.76,55.15,42.25,53.28,40.96,40.3,12.84,21.13,7.8,8.62,8.86,19.3,10.24,9.12,6.21
a_0,56.72,66.7,46.61,51.79,73.77,,16.12,12.02,22.64,9.9,5.75,9.35,9.25,2.82,10.64,8.29
e_0,65.84,200.11,46.61,44.6,45.67,89.71,16.79,16.56,14.09,10.95,11.04,5.43,7.28,9.97,2.76,8.09
g_0,64.68,59.05,62.43,57.34,71.92,67.29,14.65,12.63,30.19,14.18,13.14,9.9,6.73,12.55,10.64,18.32
