,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.85,1.13,1.01,0.83,0.76,0.71,0.9,0.63,0.61,0.68,0.62,0.55,0.57,0.55
f_1,1.24,1.0,0.87,1.02,0.97,0.7,0.58,0.63,0.66,0.57,0.6,0.55,0.52,0.49,0.38,0.6
d_1,1.15,1.19,1.0,0.86,0.82,0.81,0.73,0.56,0.69,0.88,0.69,0.6,0.63,0.64,0.62,0.46
c_1,0.89,0.97,1.16,1.0,1.22,0.83,0.75,0.65,0.5,0.53,0.56,0.69,0.58,0.61,0.68,0.57
b_1,0.98,1.04,1.22,0.83,1.0,1.26,0.75,0.85,0.61,0.72,0.68,0.71,0.6,0.58,0.58,0.63
a_1,1.19,1.4,1.22,1.2,0.81,1.0,0.88,0.78,0.85,0.87,0.84,0.78,0.87,0.68,0.68,0.76
h_1,1.33,1.72,1.37,1.33,1.27,1.14,1.0,1.16,0.77,0.82,0.87,0.87,0.81,0.85,0.77,0.89
g_1,1.35,1.65,1.81,1.47,1.16,1.25,0.87,1.0,0.88,0.94,0.93,1.12,0.76,0.81,0.98,0.78
d_0,1.16,1.51,1.47,2.0,1.61,1.16,1.29,1.14,1.0,0.8,1.0,0.94,0.85,1.02,0.86,0.89
c_0,1.59,1.81,1.13,1.83,1.35,1.19,1.2,1.04,1.17,1.0,1.33,0.95,0.96,1.01,0.95,0.89
b_0,1.62,1.73,1.39,1.66,1.37,1.27,1.13,1.07,1.05,0.73,1.0,0.83,0.96,1.38,0.78,0.94
f_0,1.46,1.72,1.66,1.41,1.5,1.22,1.14,0.86,1.02,1.1,1.23,1.0,1.01,1.02,1.31,0.81
h_0,1.67,1.92,1.64,1.66,1.67,1.13,1.19,1.26,1.13,1.01,0.99,0.95,1.0,0.79,0.84,1.11
a_0,1.82,2.03,1.63,1.6,1.6,1.54,1.18,1.21,1.03,1.05,0.76,0.95,1.23,1.0,0.98,0.96
e_0,1.72,2.69,1.64,1.45,1.74,1.51,1.27,1.1,1.08,1.05,1.25,0.77,1.18,0.92,1.0,0.93
g_0,1.78,1.68,2.15,1.82,1.61,1.32,1.16,1.24,1.13,1.13,1.13,1.21,0.87,1.04,1.09,1.0
