,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.84,2.97,2.55,3.49,2.88,2.71,10.32,9.86,21.43,12.12,13.22,13.88,20.53,16.21,11.6,17.75
f_1,4.52,5.97,2.5,2.86,2.72,2.53,9.68,9.09,13.45,10.25,9.06,12.47,19.08,11.24,10.85,19.96
d_1,2.94,2.83,6.63,2.37,2.66,2.93,9.02,10.9,10.53,23.01,14.75,17.38,21.3,15.22,15.29,21.14
c_1,2.54,2.74,2.67,7.29,5.05,3.02,9.72,10.12,12.16,8.76,11.55,10.0,19.18,13.5,14.84,19.51
b_1,2.46,2.82,2.68,2.91,7.81,5.63,10.9,11.22,12.65,13.4,14.15,9.97,20.2,13.0,15.73,20.89
a_1,2.47,3.26,2.96,2.93,2.95,11.77,11.3,8.82,13.57,13.32,13.29,13.04,20.55,10.94,13.81,21.55
h_1,2.88,3.59,3.3,3.12,2.84,2.72,18.21,14.72,13.56,13.67,15.3,13.81,17.18,15.28,16.65,24.44
g_1,2.77,2.96,4.09,2.78,2.8,2.85,11.19,21.69,12.95,14.86,21.84,13.41,20.9,15.46,20.55,19.09
d_0,2.52,3.04,2.34,4.92,3.48,3.17,10.93,10.09,19.64,10.91,14.77,13.39,22.36,17.19,17.4,23.65
c_0,3.06,3.02,3.41,2.56,2.7,3.01,11.11,11.58,14.67,20.68,17.11,27.41,24.11,20.85,18.97,26.38
f_0,2.47,2.8,3.43,3.45,3.21,3.4,11.62,12.82,14.83,14.36,23.56,16.55,24.02,18.12,31.5,27.11
b_0,3.1,3.06,3.39,3.07,2.64,2.52,10.82,12.73,13.66,13.08,16.08,23.78,24.41,30.61,19.9,25.71
h_0,2.97,3.69,3.21,3.1,2.93,3.13,7.83,13.54,14.35,12.54,14.86,13.3,18.16,13.06,16.76,26.19
a_0,2.96,3.09,3.37,2.97,3.03,2.69,11.43,11.33,13.61,13.87,14.66,13.75,24.22,27.44,18.25,22.62
e_0,2.31,3.54,3.33,3.04,3.44,2.72,11.95,12.17,13.41,15.02,12.31,17.21,23.28,19.17,30.07,24.83
g_0,2.61,2.39,4.63,3.44,2.6,2.89,10.57,10.54,12.49,15.1,19.34,16.76,22.99,17.0,16.19,19.56
