,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,7.51,12.93,15.04,17.5,12.52,3.43,2.41,3.08,3.02,2.75,3.16,1.61,2.22,,1.94
f_1,14.23,0.17,11.79,14.04,15.71,12.2,2.29,2.75,4.89,2.08,2.65,,1.62,1.93,1.81,2.24
c_1,11.53,14.56,0.16,13.37,12.52,21.17,3.33,1.33,3.99,,2.25,2.69,1.82,3.66,2.15,1.84
d_1,15.04,13.24,13.77,0.15,12.09,17.17,4.67,,2.49,2.51,2.05,2.61,1.57,4.28,2.19,0.9
b_1,11.82,15.13,6.68,11.03,0.14,11.95,3.48,2.5,3.77,3.53,,2.8,1.83,3.77,2.83,2.38
a_1,16.7,8.77,14.49,21.47,7.57,0.09,3.28,2.9,,2.42,2.94,2.95,2.07,,2.43,1.63
h_1,3.24,4.15,2.34,5.41,3.35,2.39,0.06,0.61,1.03,0.63,0.67,0.71,,0.65,0.73,0.43
d_0,1.36,2.75,2.94,,2.67,2.2,0.81,0.08,1.01,0.51,0.54,0.47,0.35,0.46,0.52,0.38
g_1,4.03,4.07,3.2,3.09,3.3,,0.6,0.64,0.06,0.77,0.82,0.7,0.34,,0.78,
c_0,3.21,2.74,,1.1,2.1,2.22,1.06,0.57,0.71,0.08,0.6,0.49,0.32,0.37,,0.39
b_0,3.49,1.97,3.46,2.51,,2.62,0.61,0.62,0.75,0.27,0.07,0.51,0.41,0.47,0.59,0.61
f_0,2.51,,2.79,2.81,2.58,3.69,0.57,0.78,0.38,0.46,0.58,0.07,0.42,0.59,0.59,0.2
h_0,1.47,1.35,1.55,1.66,1.89,1.3,,0.36,0.36,0.41,0.42,0.36,,0.33,0.3,0.28
a_0,2.73,4.0,3.43,3.02,3.48,,0.65,0.58,,0.39,0.28,0.4,0.33,0.05,,0.31
e_0,,4.38,3.03,2.68,2.5,2.43,0.97,0.47,0.51,,0.49,0.29,0.37,,0.04,0.38
g_0,2.1,1.88,2.09,1.8,1.36,2.37,0.4,0.34,,0.36,0.39,0.3,0.14,0.43,0.35,
