,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.45,15.68,37.43,34.76,34.84,29.69,9.26,12.63,7.02,7.67,9.12,7.41,4.41,5.95,,5.48
f_1,35.3,0.45,43.96,28.2,33.67,26.52,6.61,8.15,8.02,5.65,,5.03,3.73,7.41,6.58,6.24
d_1,49.6,34.11,0.42,51.0,35.46,44.49,8.32,5.34,,9.54,6.01,7.59,4.96,6.53,6.7,3.03
c_1,37.98,29.34,33.25,0.41,35.19,64.22,11.92,10.6,4.25,,6.96,7.53,5.25,,6.04,4.01
b_1,35.35,45.14,38.65,21.76,0.4,56.36,7.9,16.24,5.58,14.89,9.08,,3.97,8.15,6.7,5.49
a_1,40.72,52.58,42.88,59.13,25.4,0.33,13.5,11.92,11.73,6.19,,13.5,6.96,,7.06,8.72
h_1,18.81,15.43,16.43,16.63,18.29,22.35,0.39,4.27,3.64,2.86,3.74,2.88,,3.33,3.25,2.94
g_1,24.44,22.54,25.73,25.35,16.82,24.12,3.58,0.34,4.6,3.47,3.99,4.42,2.09,5.01,3.18,
d_0,8.52,16.05,,12.57,19.36,20.94,4.36,5.48,0.48,3.33,3.19,2.68,1.96,3.8,2.87,2.72
c_0,17.81,22.45,6.58,,15.04,12.5,5.27,5.11,5.03,0.47,3.08,4.28,2.49,3.76,3.27,1.97
f_0,15.99,,18.83,17.86,14.73,,5.58,2.56,4.34,3.25,0.45,5.18,2.52,2.36,4.43,1.3
b_0,21.85,17.1,19.33,19.83,,17.76,4.44,4.53,2.82,1.79,3.88,0.47,2.04,3.88,4.37,1.91
h_0,13.51,13.06,12.5,11.31,12.79,9.16,,3.99,2.41,3.41,1.54,2.64,,1.83,2.94,2.16
a_0,21.13,25.65,18.83,,27.45,,4.9,5.93,3.98,4.23,5.22,2.09,2.9,0.38,,3.83
e_0,,38.01,24.41,18.32,25.19,20.34,6.95,7.33,3.09,4.7,2.0,5.41,2.27,,0.38,2.19
g_0,12.85,16.69,20.65,17.43,13.98,11.61,3.21,,4.12,3.25,3.81,2.16,1.72,2.63,2.08,
