,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.91,1.46,1.2,1.86,3.21,23.83,38.52,35.23,33.12,40.18,57.43,76.1,85.69,90.99,111.25
f_1,1.14,1.0,1.1,1.11,1.39,2.69,17.48,29.9,32.76,32.29,35.7,44.14,57.59,76.05,63.87,95.26
c_1,0.67,0.91,1.0,1.12,1.85,2.67,17.32,18.43,26.89,24.93,24.42,39.26,63.53,62.2,72.04,90.99
d_1,0.85,0.88,0.87,1.0,1.32,2.72,17.89,26.71,22.81,36.59,33.46,42.62,56.61,71.1,72.88,71.2
b_1,0.54,0.72,0.55,0.75,1.0,3.07,14.19,15.8,19.65,24.84,22.51,30.21,51.93,40.12,55.0,65.57
a_1,0.3,0.37,0.38,0.37,0.34,1.0,7.4,8.87,10.41,10.17,14.85,15.48,25.3,26.89,29.16,30.97
h_1,0.04,0.05,0.06,0.06,0.07,0.13,1.0,1.13,1.56,1.35,1.64,2.02,3.47,3.71,3.75,5.34
d_0,0.03,0.03,0.05,0.04,0.07,0.12,0.88,1.0,1.19,0.93,1.14,1.73,2.82,2.39,3.57,4.15
g_1,0.03,0.03,0.04,0.05,0.05,0.09,0.64,0.81,1.0,1.09,1.14,1.75,1.92,2.44,2.69,3.3
c_0,0.03,0.03,0.04,0.03,0.04,0.09,0.73,1.06,0.89,1.0,1.35,1.41,2.07,2.65,2.57,2.91
b_0,0.02,0.03,0.04,0.03,0.05,0.07,0.59,0.86,0.87,0.71,1.0,1.3,1.93,2.97,2.55,2.86
f_0,0.02,0.02,0.02,0.02,0.03,0.07,0.52,0.58,0.56,0.72,0.75,1.0,1.5,1.71,2.44,1.68
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.29,0.36,0.52,0.47,0.52,0.69,1.0,1.02,1.1,1.47
a_0,0.01,0.01,0.02,0.02,0.02,0.04,0.27,0.41,0.4,0.38,0.35,0.58,0.9,1.0,1.12,1.29
e_0,0.01,0.02,0.01,0.01,0.02,0.03,0.27,0.3,0.36,0.37,0.4,0.43,0.91,0.87,1.0,1.09
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.19,0.25,0.31,0.34,0.35,0.56,0.68,0.74,0.93,1.0
