,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,f_0,b_0,a_0,h_0,e_0,g_0
e_1,1.0,0.71,1.06,0.89,0.89,0.64,0.56,0.54,0.52,0.54,0.41,0.4,0.31,0.37,0.34,0.32
f_1,1.41,1.0,0.94,1.07,0.76,0.74,0.42,0.41,0.39,0.4,0.39,0.37,0.3,0.27,0.25,0.33
d_1,0.94,1.06,1.0,0.83,0.97,0.85,0.52,0.42,0.54,0.53,0.36,0.39,0.31,0.3,0.4,0.23
c_1,1.13,0.93,1.2,1.0,1.33,0.85,0.58,0.41,0.25,0.33,0.43,0.37,0.38,0.38,0.34,0.33
b_1,1.13,1.32,1.03,0.75,1.0,1.12,0.66,0.52,0.5,0.47,0.51,0.54,0.38,0.43,0.3,0.39
a_1,1.55,1.36,1.18,1.18,0.89,1.0,0.69,0.65,0.58,0.69,0.54,0.53,0.55,0.5,0.56,0.43
h_1,1.78,2.5,1.92,1.78,1.55,1.44,1.0,1.35,0.8,0.84,0.74,0.8,0.81,0.77,0.65,0.88
g_1,1.93,2.39,2.5,2.36,1.88,1.45,0.74,1.0,0.87,0.7,1.0,0.88,0.76,0.68,0.56,0.86
c_0,1.98,2.75,1.88,,1.88,1.67,1.22,1.09,1.0,0.93,0.96,1.48,0.95,0.81,0.87,0.88
d_0,1.83,2.64,1.98,3.05,2.03,1.4,1.18,1.43,1.04,1.0,0.78,0.94,0.88,1.01,0.74,0.79
f_0,2.34,2.86,2.68,2.43,1.98,1.77,1.31,1.04,1.04,1.28,1.0,0.87,0.87,0.95,1.3,0.68
b_0,2.49,2.71,2.41,2.85,1.82,1.84,1.22,1.2,0.72,1.02,1.14,1.0,1.37,0.87,0.71,0.86
a_0,3.01,3.41,3.03,2.73,2.59,1.6,1.28,1.35,1.03,1.12,1.17,0.74,1.0,1.07,0.95,0.87
h_0,2.62,3.71,3.44,2.74,2.19,1.9,1.3,1.47,1.23,1.0,1.03,1.12,0.94,1.0,0.79,0.99
e_0,2.9,3.99,2.54,2.95,3.3,1.84,1.44,1.8,1.31,1.46,0.78,1.4,0.99,1.22,1.0,0.83
g_0,3.04,3.13,4.41,2.95,2.48,2.12,1.11,1.18,1.12,1.27,1.48,1.22,1.14,1.0,1.13,1.0
