,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.88,1.64,0.93,1.54,1.13,1.23,4.95,10.7,4.42,5.44,6.96,6.16,7.84,7.14,4.42,10.23
f_1,2.21,5.95,1.19,1.34,1.1,1.27,3.65,6.1,4.52,5.85,6.09,2.16,8.37,5.26,5.16,7.44
d_1,1.16,1.49,6.51,0.95,1.55,1.26,4.82,2.71,4.86,12.25,7.35,6.5,10.86,6.34,7.92,8.99
c_1,1.14,1.11,1.47,6.52,2.04,1.07,4.68,5.84,4.74,2.49,4.99,7.64,10.38,6.27,6.66,7.99
b_1,1.2,1.12,1.52,1.3,7.51,2.37,4.2,5.48,4.34,5.4,2.34,6.0,7.79,5.16,6.48,9.74
a_1,1.2,1.28,1.54,1.35,1.32,10.7,4.59,6.95,5.32,5.53,7.16,6.4,9.67,3.2,5.65,9.0
h_1,1.65,2.34,1.78,1.37,1.19,1.43,16.09,7.06,6.72,6.55,8.27,8.13,6.27,8.52,7.1,13.81
d_0,1.77,1.59,0.66,2.99,1.37,1.59,5.88,14.35,5.31,5.56,7.52,7.33,10.94,5.79,7.01,11.65
g_1,1.31,1.33,2.19,1.62,1.87,1.46,5.61,7.04,19.61,6.25,7.02,12.35,10.91,8.29,7.0,5.52
c_0,1.68,1.82,1.84,1.0,1.28,1.38,6.31,7.01,5.85,16.97,14.13,8.83,11.29,8.91,8.46,11.72
b_0,1.66,1.92,1.65,1.74,0.76,1.38,6.02,7.82,5.95,7.3,16.62,8.06,13.43,16.0,8.14,12.91
f_0,1.4,0.85,2.07,1.64,1.66,1.28,7.81,6.44,5.84,7.23,10.57,18.91,11.51,9.77,17.5,12.32
h_0,1.18,2.28,1.61,1.55,1.79,1.52,3.62,7.14,7.51,8.26,9.15,8.78,7.13,7.59,8.25,14.7
a_0,1.45,1.81,2.13,1.53,1.17,0.97,7.31,7.33,7.16,7.77,8.55,8.12,14.18,24.73,9.97,11.55
e_0,0.73,1.97,1.62,1.77,1.48,1.79,8.76,7.77,6.12,7.27,8.49,7.02,14.4,9.62,24.54,13.19
g_0,1.3,1.21,2.63,1.87,1.53,1.62,6.55,6.44,2.27,7.49,8.84,13.68,10.05,7.0,8.06,7.88
