,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.5,0.47,0.37,0.52,0.43,0.38,0.5,0.54,0.91,0.43,0.58,0.56,0.66,0.4,0.24,0.55
f_1,0.73,1.52,0.45,0.42,0.44,0.34,0.49,0.47,0.63,0.61,0.53,0.19,0.48,0.52,0.32,0.45
d_1,0.47,0.53,1.53,0.39,0.49,0.4,0.54,0.43,0.24,0.87,0.59,0.49,0.7,0.46,0.49,0.48
c_1,0.42,0.46,0.58,1.54,0.76,0.3,0.57,0.46,0.43,0.17,0.46,0.56,0.54,0.43,0.44,0.55
b_1,0.46,0.47,0.52,0.36,1.59,0.75,0.47,0.61,0.67,0.63,0.2,0.57,0.56,0.41,0.39,0.5
a_1,0.55,0.52,0.5,0.7,0.32,1.74,0.68,0.53,0.64,0.46,0.51,0.62,0.67,0.21,0.42,0.51
h_1,0.79,0.92,0.71,0.72,0.79,0.43,1.72,0.99,0.73,0.79,0.85,0.68,0.54,0.81,0.74,0.9
g_1,0.62,0.73,1.1,0.82,0.62,0.53,0.59,1.76,0.76,0.94,0.69,1.32,0.83,0.72,0.89,0.59
d_0,0.74,0.78,0.43,1.44,0.49,0.61,0.99,0.82,1.46,0.82,0.93,0.95,1.07,0.81,0.86,0.96
c_0,0.88,0.83,0.76,0.64,0.59,0.61,0.95,0.78,0.99,1.53,1.34,1.06,1.16,0.92,0.94,1.17
b_0,0.85,0.86,0.89,0.88,0.28,0.48,0.85,0.95,1.01,0.78,1.59,0.94,1.02,1.36,0.74,0.99
f_0,0.82,0.61,0.94,0.82,0.7,0.6,0.75,0.79,0.84,0.84,0.97,1.57,1.11,0.75,1.74,0.87
h_0,0.68,1.3,0.63,0.85,0.66,0.73,0.48,1.04,0.77,0.78,0.92,0.99,0.72,0.88,0.78,1.04
a_0,0.92,0.83,0.88,0.92,0.75,0.38,0.86,0.89,1.01,0.97,0.82,1.01,1.12,1.67,0.78,1.03
e_0,0.57,0.99,0.84,0.93,0.77,0.69,1.04,0.7,1.11,1.05,1.36,0.64,1.08,0.96,1.74,1.05
g_0,0.75,0.82,1.2,0.78,0.73,0.77,0.85,0.64,0.8,0.86,1.01,1.31,1.07,0.93,0.82,0.57
