,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.07,5.49,8.86,9.85,10.34,7.35,3.57,3.43,3.62,1.86,2.91,2.29,2.17,3.02,,2.25
f_1,11.2,1.07,9.78,11.02,8.71,10.15,2.65,3.29,2.17,2.58,,2.51,1.43,2.35,2.62,1.88
d_1,14.91,9.26,1.07,8.34,8.57,7.28,3.91,2.61,,3.63,2.96,3.03,2.67,2.87,1.63,1.22
c_1,8.41,8.76,11.76,1.07,13.07,9.99,3.86,2.88,2.16,,2.23,2.47,3.01,3.33,2.88,2.19
b_1,9.54,13.17,10.44,6.8,1.07,11.24,3.19,3.29,2.95,4.0,2.48,,2.47,2.26,2.88,2.01
a_1,17.59,12.86,14.45,13.51,8.51,1.07,5.16,5.14,3.71,4.14,4.14,5.56,2.55,,,2.7
h_1,12.72,16.63,12.35,11.31,15.98,11.69,1.41,5.17,3.93,3.27,2.98,4.38,,3.32,3.07,4.1
g_1,15.79,19.27,15.84,20.46,16.65,14.32,5.34,1.41,3.62,5.03,4.41,5.71,2.33,3.4,3.93,
d_0,9.09,17.07,,15.21,14.07,15.37,5.28,6.38,1.72,4.18,4.06,3.93,2.84,4.45,4.0,3.23
c_0,18.57,13.98,9.23,,13.51,12.23,7.65,5.14,5.28,1.79,5.92,4.68,3.66,4.08,2.97,2.94
f_0,17.05,,18.93,19.73,14.35,13.81,8.7,4.2,5.78,4.21,1.74,5.04,3.4,4.69,4.97,2.47
b_0,21.43,17.29,14.76,18.08,,13.43,5.78,5.19,5.85,3.01,6.03,1.73,3.77,4.96,,3.7
h_0,15.03,19.22,12.72,13.38,13.85,15.71,,10.82,4.84,5.33,4.97,3.92,,3.6,3.57,3.67
a_0,22.07,23.64,22.53,18.87,24.4,,10.29,8.67,6.86,6.17,6.75,4.37,6.01,1.67,,5.77
e_0,,20.79,27.19,25.96,22.5,,8.61,10.16,7.41,8.04,4.38,,6.03,,1.75,4.49
g_0,20.97,27.33,29.97,18.8,20.75,23.73,4.22,,5.91,7.14,5.4,5.73,3.4,4.52,5.16,
