,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,100.77,10.39,13.8,15.57,29.39,103.64,2205.2,3279.84,7232.0,4234.71,8647.69,8340.74,17446.63,24835.98,,47198.81
f_1,15.12,103.29,14.68,17.28,28.33,73.07,2161.75,3627.7,4495.23,6352.65,,7861.49,19465.29,19681.07,23386.97,55848.06
d_1,9.73,10.25,120.81,14.15,27.63,58.09,2331.17,3021.63,,8459.98,5521.42,9215.02,21541.0,27993.87,22908.61,36249.51
c_1,10.57,11.83,12.35,143.45,48.98,51.69,1913.13,3432.15,3223.24,,7483.5,6774.18,17172.68,16149.66,20414.25,35113.11
b_1,9.0,8.47,9.02,8.81,215.09,112.1,1637.89,2702.17,3251.83,3947.97,6004.23,,17933.84,19028.29,19157.31,35972.63
a_1,5.4,5.66,8.87,12.57,12.56,510.9,1141.44,,3019.49,3423.9,4701.2,,10783.48,,,21473.93
h_1,5.39,6.85,6.51,8.11,11.63,24.72,3507.57,1898.96,1649.15,1721.31,3118.58,2964.21,,12336.88,10242.42,17114.49
g_1,4.13,3.12,6.93,5.42,8.82,,756.2,4764.32,1622.32,2066.15,3863.74,2878.66,6213.13,14498.22,12779.37,
d_0,4.17,5.29,,12.83,13.45,35.85,1044.63,865.48,4510.72,2049.27,2188.54,2661.66,10420.73,9114.02,10032.67,17869.61
c_0,5.42,4.12,5.4,,8.4,27.92,990.32,1101.91,1793.42,5183.63,3491.34,5018.17,6737.63,6657.15,9158.5,24354.14
f_0,3.44,,6.23,5.91,9.08,24.19,753.39,1108.62,2015.0,1166.58,7440.41,2561.64,6320.74,6937.82,16169.56,13491.91
b_0,3.93,4.79,4.24,5.15,,,756.52,1055.29,1368.92,1484.91,1990.88,7662.31,9393.98,13387.38,7510.78,14520.61
h_0,4.12,5.37,4.72,6.51,8.41,25.62,,1335.14,1165.98,1848.12,1876.45,1948.24,,6441.97,6729.77,16504.62
a_0,2.76,2.99,2.65,5.38,5.94,,570.42,526.98,1025.25,1465.46,2264.46,1506.44,6277.73,18763.16,,
e_0,,3.41,3.74,3.41,7.32,,556.9,613.48,1069.1,1410.09,1391.18,2374.78,4694.32,,19930.95,
g_0,2.88,2.0,4.85,4.39,6.16,21.45,554.85,,919.55,965.16,2578.92,2353.6,6409.78,,,
