,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,1.0,1.15,1.04,0.71,0.71,0.81,0.67,0.82,0.64,0.64,0.45,0.59,,0.43
f_1,1.29,1.0,0.97,1.06,0.84,0.71,0.64,0.55,0.58,0.65,0.69,,0.51,0.58,0.58,0.65
d_1,1.0,1.03,1.0,0.82,0.97,1.11,0.7,0.54,0.86,,0.68,0.53,0.77,0.52,0.57,0.44
c_1,0.87,0.95,1.22,1.0,1.49,1.0,0.72,0.58,,0.55,0.54,0.69,0.59,0.76,0.56,0.62
b_1,0.96,1.18,1.03,0.67,1.0,1.14,1.1,0.86,0.73,0.66,,0.64,0.73,,0.53,0.67
a_1,1.41,1.41,0.9,1.0,0.88,1.0,0.89,0.69,0.76,0.86,0.66,0.56,0.64,,,0.91
h_1,1.4,1.56,1.43,1.39,0.91,1.12,1.0,1.21,1.0,0.86,0.9,0.74,,0.99,0.62,1.05
g_1,1.24,1.83,1.86,1.71,1.17,1.46,0.83,1.0,1.06,1.11,0.89,1.13,0.79,0.71,0.71,
c_0,1.49,1.72,1.16,,1.38,1.32,1.0,0.94,1.0,1.14,1.4,0.93,0.86,0.84,0.97,0.7
d_0,1.22,1.55,,1.82,1.53,1.16,1.16,0.9,0.88,1.0,1.03,1.05,0.92,0.84,0.97,0.85
b_0,1.56,1.45,1.48,1.84,,1.52,1.12,1.12,0.71,0.97,1.0,0.86,0.99,1.39,0.92,0.8
f_0,1.56,,1.88,1.45,1.57,1.78,1.35,0.89,1.07,0.96,1.16,1.0,1.18,0.68,1.0,0.76
h_0,2.2,1.97,1.29,1.68,1.36,1.56,,1.27,1.17,1.09,1.01,0.85,,0.8,0.94,1.3
a_0,1.7,1.73,1.93,1.31,,,1.01,1.41,1.2,1.19,0.72,1.46,1.24,1.0,,
e_0,,1.72,1.76,1.8,1.9,,1.62,1.41,1.03,1.03,1.09,1.0,1.07,,1.0,1.08
g_0,2.32,1.53,2.29,1.62,1.49,1.1,0.95,,1.43,1.18,1.25,1.31,0.77,,0.93,
