,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.49,0.14,0.14,0.15,0.12,0.13,0.2,0.37,0.17,0.22,0.18,0.18,0.24,0.2,,0.15
f_1,0.29,1.5,0.15,0.14,0.16,0.17,0.17,0.19,0.18,0.23,0.17,,0.19,0.13,0.17,0.19
d_1,0.17,0.24,1.54,0.14,0.12,0.15,0.25,,0.16,0.26,0.19,0.21,0.21,0.14,0.22,0.16
c_1,0.19,0.18,0.14,1.55,0.25,0.12,0.21,0.2,0.17,,0.2,0.18,0.21,0.19,0.19,0.21
b_1,0.18,0.15,0.2,0.18,1.58,0.24,0.14,0.18,0.21,0.22,,0.23,0.25,0.17,,0.22
a_1,0.2,0.15,0.19,0.19,0.11,1.72,0.23,0.18,0.23,0.16,0.25,0.19,0.32,,,0.23
h_1,0.43,0.56,0.31,0.33,0.49,0.29,1.65,0.51,0.4,0.35,0.48,0.36,,0.31,0.42,0.63
d_0,0.31,0.4,,0.76,0.49,0.39,0.49,1.42,0.42,0.44,0.59,0.49,0.63,0.47,0.5,0.57
g_1,0.35,0.36,0.56,0.31,0.34,0.3,0.53,0.47,1.74,0.52,0.33,0.63,0.51,0.5,0.36,
c_0,0.52,0.47,0.47,,0.27,0.45,0.63,0.68,0.43,1.46,0.85,0.55,0.44,0.47,0.33,0.54
b_0,0.45,0.52,0.55,0.34,,0.31,0.52,0.57,0.65,0.44,1.49,0.59,0.6,0.68,0.44,0.66
f_0,0.49,,0.4,0.46,0.51,0.44,0.6,0.58,0.49,0.63,0.43,1.5,0.67,0.42,0.79,0.42
h_0,0.61,0.87,0.57,0.65,0.59,0.36,,0.75,0.77,0.69,0.64,0.58,,0.5,0.49,0.93
a_0,0.46,0.52,0.66,0.35,0.39,,0.7,0.64,0.4,0.55,0.61,0.62,0.78,1.61,,0.46
e_0,,0.48,0.44,0.51,,,0.54,0.69,0.56,0.8,0.47,0.52,0.82,,1.57,0.69
g_0,0.64,0.56,0.92,0.63,0.68,0.45,0.57,0.66,,0.89,0.72,0.75,0.48,0.62,0.63,
