,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.47,0.62,0.84,0.73,0.64,0.39,0.42,0.38,0.3,0.3,0.36,0.25,0.31,0.39,0.29
f_1,0.74,0.4,0.66,0.68,0.58,0.63,0.29,0.38,0.31,0.28,0.29,0.33,0.2,0.26,0.26,0.27
d_1,0.79,0.68,0.39,0.66,0.71,0.59,0.31,0.25,0.41,0.34,0.32,0.27,0.25,0.28,0.26,0.18
c_1,0.52,0.67,0.79,0.38,0.77,0.64,0.4,0.38,0.2,0.34,0.28,0.29,0.27,0.34,0.34,0.25
b_1,0.62,0.75,0.69,0.43,0.37,0.9,0.36,0.36,0.31,0.39,0.41,0.32,0.27,0.31,0.34,0.26
a_1,0.67,0.76,0.71,0.66,0.4,0.31,0.41,0.43,0.3,0.34,0.39,0.32,0.3,0.43,0.31,0.3
h_1,0.63,0.68,0.68,0.57,0.56,0.53,0.23,0.36,0.29,0.28,0.28,0.26,0.28,0.24,0.25,0.26
g_1,0.6,0.67,0.71,0.66,0.61,0.53,0.26,0.22,0.28,0.29,0.27,0.31,0.2,0.28,0.27,0.26
d_0,0.44,0.64,0.7,0.77,0.67,0.56,0.38,0.39,0.24,0.28,0.28,0.3,0.26,0.34,0.31,0.27
c_0,0.65,0.72,0.42,0.92,0.61,0.61,0.38,0.35,0.39,0.23,0.34,0.3,0.24,0.31,0.27,0.23
b_0,0.63,0.64,0.52,0.77,0.8,0.51,0.38,0.37,0.3,0.19,0.22,0.29,0.31,0.28,0.26,0.23
f_0,0.59,0.85,0.68,0.63,0.59,0.57,0.34,0.25,0.29,0.29,0.26,0.22,0.25,0.27,0.29,0.17
h_0,0.6,0.7,0.61,0.63,0.63,0.54,0.39,0.37,0.29,0.27,0.25,0.29,0.27,0.27,0.25,0.23
a_0,0.61,0.65,0.61,0.64,0.8,0.55,0.42,0.35,0.28,0.24,0.19,0.28,0.24,0.19,0.26,0.24
e_0,0.63,0.87,0.67,0.63,0.52,0.58,0.35,0.29,0.29,0.3,0.31,0.17,0.28,0.3,0.19,0.2
g_0,0.62,0.65,0.68,0.62,0.63,0.51,0.26,0.37,0.31,0.28,0.29,0.3,0.2,0.28,0.25,0.26
