,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8697.12,9085.86,7884.98,8536.68,14425.45,46775.9,6670617.94,25631116.13,19342908.63,30341447.81,41786592.18,66090511.24,194562417.71,165483969.4,252739391.58,522937388.1
e_1,4671.36,12298.75,9969.84,8394.36,14449.0,56795.17,6582471.71,38124603.84,22069794.63,28140410.65,41125872.72,93262998.53,213850468.34,152432135.65,279382586.48,504537961.19
c_1,4118.42,5334.91,18619.35,9367.92,27043.22,64694.7,6118310.26,21509196.9,20797126.78,18643608.38,31914353.74,77107267.43,213004489.92,153471428.77,233091340.75,483813593.23
d_1,4239.98,5644.54,6617.32,23719.26,14983.75,62220.91,6804665.58,17239586.46,24926502.59,50475146.73,51260364.51,78087710.69,234696718.27,178484399.82,289544579.91,505799704.01
b_1,4148.16,4919.12,7846.02,10051.8,42567.27,124181.31,6848972.52,20426597.26,21746207.26,27050106.04,29904659.73,89603709.44,219939941.28,126170659.07,312935190.86,517455510.57
a_1,4386.01,5042.26,8524.91,10656.15,14648.88,234909.56,7628046.89,22756123.94,24676126.65,27816503.79,41516363.13,86852918.19,212638909.27,120040708.0,377838177.14,516316108.46
h_1,5612.76,5901.16,8577.26,10887.23,16227.13,56365.33,11282826.93,23507556.57,26601928.33,31012141.0,48719113.32,83550455.57,188546347.25,175047964.09,386216451.72,681146395.1
d_0,4364.46,5125.85,14298.06,8064.66,17659.02,62085.41,5992653.43,33814246.31,24768358.61,23704256.1,48438517.64,87661719.77,242494726.34,195772117.7,374462693.14,487352891.28
g_1,4170.55,5395.26,8712.75,14350.02,17918.75,61532.28,7071990.97,19416759.96,48357596.14,30943055.83,42425733.09,124137570.23,232527235.71,190308372.56,388818224.96,420081154.02
c_0,4661.22,6125.13,7626.77,11252.13,14231.92,53883.04,7437721.17,25843146.06,26621064.26,47102650.83,84622493.55,98691610.2,268695439.67,280456659.34,378121038.35,551734379.22
b_0,4879.26,6277.5,9538.43,10145.9,13340.56,45093.55,7645406.23,26076528.3,24118719.34,30488720.33,70416237.22,102028908.79,264776545.82,347840623.51,379560091.06,534617980.96
f_0,4034.37,5094.01,9281.48,10913.04,19343.35,69707.0,7601187.57,26723013.93,26977868.32,30411464.52,46706144.29,155533915.34,284550139.52,219134377.81,733907006.75,510912525.28
h_0,5978.26,6495.77,7324.61,11021.04,15542.33,58136.55,5884015.65,22901697.18,30690376.36,26980910.78,43682419.5,89725960.66,162135958.43,146577389.73,371471048.06,617027695.79
a_0,4913.4,6588.04,9536.08,10713.41,16802.84,50926.05,7310735.69,26053252.94,24269314.27,33494306.59,38987099.56,86441552.81,259754528.69,340289936.81,351342557.52,560370920.28
e_0,4295.75,4633.04,9168.3,12955.5,18741.5,66168.0,7444167.73,19701571.22,30476355.53,34766242.28,51563583.3,75942031.11,256423032.26,191665420.59,620598452.89,570485074.61
g_0,4156.27,5356.53,8439.43,15412.27,17798.25,61051.69,6586214.18,22495507.49,18241972.74,31004982.15,44477359.86,131971671.45,233116302.5,150720415.36,429458968.37,427954919.84
