,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.08,2.22,2.14,2.48,2.42,1.89,0.52,0.72,0.48,0.5,0.47,0.6,0.26,0.48,0.35,0.44
e_1,1.54,1.09,2.42,2.85,2.58,2.44,0.81,0.74,0.54,0.54,0.57,0.67,0.36,0.55,0.42,0.8
d_1,2.57,2.66,1.09,2.32,2.36,2.17,0.56,0.47,0.51,0.65,0.5,0.49,0.32,0.42,0.24,0.45
c_1,2.95,2.19,3.48,1.09,2.64,2.33,0.8,0.79,0.77,0.32,0.57,0.51,0.42,0.54,0.41,0.52
b_1,3.23,3.0,3.21,1.93,1.1,2.66,1.03,0.92,0.81,0.59,0.77,0.63,0.44,0.59,0.45,0.59
a_1,5.29,4.38,4.02,4.35,2.42,1.13,1.27,1.34,0.84,0.99,1.09,0.78,0.62,1.25,0.56,0.83
h_1,10.43,9.34,9.25,9.8,8.69,7.55,1.53,2.82,1.93,1.97,1.9,1.77,1.62,1.73,1.22,1.64
g_1,13.14,11.73,10.39,12.01,10.69,9.42,2.36,1.56,2.21,2.11,2.05,2.08,1.21,1.77,1.64,1.84
c_0,13.52,11.93,7.01,17.53,12.56,11.99,3.45,2.83,1.72,3.39,2.4,2.2,1.77,2.3,1.57,2.15
d_0,12.22,7.81,15.96,13.78,12.9,11.78,4.03,4.5,2.73,1.97,2.99,2.57,2.15,2.79,2.15,3.0
b_0,16.05,13.15,10.42,17.94,17.02,11.12,3.37,3.19,1.74,2.82,1.77,2.46,1.93,2.54,1.68,2.62
f_0,19.74,14.83,14.44,14.03,14.67,11.51,4.19,2.89,2.87,3.35,2.62,1.86,1.94,2.65,1.39,2.32
h_0,18.83,19.36,17.48,20.04,15.72,16.91,6.7,5.12,3.51,4.46,3.64,3.75,3.39,3.24,2.58,3.45
a_0,19.63,19.04,20.83,25.5,22.47,22.49,5.11,5.4,3.55,4.59,2.39,4.13,2.35,2.03,2.76,3.52
g_0,24.44,22.48,21.48,21.73,21.79,19.59,4.84,7.31,4.12,4.73,4.17,4.2,2.41,4.03,3.68,4.24
e_0,31.28,27.01,20.96,21.89,20.84,15.83,5.18,5.71,4.56,4.08,4.33,2.28,4.06,4.36,2.4,2.08
