,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.28,0.61,0.47,0.75,0.56,0.41,0.92,0.92,2.17,1.18,1.18,1.23,1.44,0.91,0.5,1.24
f_1,1.02,2.32,0.59,0.51,0.45,0.37,0.96,0.82,1.08,1.04,1.06,0.55,1.42,0.89,0.68,1.13
d_1,0.62,0.6,2.42,0.43,0.53,0.43,0.96,0.97,0.51,2.2,1.55,1.09,1.52,1.11,1.08,1.09
c_1,0.5,0.56,0.51,2.49,1.02,0.43,1.1,0.83,1.22,0.47,0.88,1.14,1.32,0.95,0.94,1.25
b_1,0.51,0.68,0.55,0.59,2.55,0.81,1.2,0.9,1.05,0.93,0.44,1.21,1.23,0.59,1.14,1.08
a_1,0.63,0.63,0.56,0.54,0.43,3.05,1.12,1.01,1.29,1.17,1.16,1.36,1.49,0.68,0.95,1.48
h_1,0.64,1.01,0.8,0.58,0.64,0.44,3.08,1.58,1.28,1.22,1.16,1.22,0.94,0.97,1.13,2.16
g_1,0.61,0.62,1.17,0.57,0.64,0.44,1.11,3.35,1.35,1.44,1.17,2.2,1.47,1.09,1.18,1.04
d_0,0.68,0.73,0.37,1.29,0.67,0.64,1.11,1.04,2.61,1.01,1.41,1.44,1.75,1.06,1.1,1.16
c_0,0.74,0.82,0.77,0.47,0.44,0.52,1.27,1.26,1.46,2.81,2.74,1.39,1.94,1.61,1.23,1.55
b_0,0.83,0.77,0.71,0.69,0.34,0.45,1.23,1.25,1.63,1.74,2.93,1.51,1.99,2.53,1.22,1.66
f_0,0.63,0.47,0.78,0.7,0.65,0.6,1.4,1.28,1.65,1.34,1.3,2.87,1.88,1.17,2.96,1.76
h_0,0.8,1.05,0.73,0.63,0.6,0.45,0.86,1.5,1.28,1.56,1.25,1.41,1.3,1.15,0.95,2.19
a_0,0.82,0.84,0.78,0.62,0.6,0.3,1.27,1.3,1.23,1.5,1.62,1.46,1.87,3.18,1.36,1.63
e_0,0.38,0.77,0.89,0.66,0.61,0.52,1.55,1.31,1.48,1.52,1.67,1.81,1.9,1.25,3.28,2.12
g_0,0.65,0.65,1.08,0.72,0.58,0.48,1.19,0.91,1.2,1.48,1.37,2.27,1.64,1.09,1.51,0.97
