,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.42,1.33,1.2,1.36,1.29,1.52,0.55,0.63,0.57,0.6,0.54,1.09,0.36,0.44,0.54,0.48
e_1,0.86,0.42,1.43,1.41,1.08,1.17,0.79,0.85,0.6,0.67,0.63,0.74,0.53,0.76,0.57,1.05
d_1,1.38,1.37,0.4,1.27,1.12,1.05,0.75,0.53,0.68,1.48,0.56,0.58,0.49,0.58,0.34,0.65
c_1,1.18,1.14,1.49,0.39,1.55,1.4,0.73,0.67,0.98,0.35,0.57,0.62,0.53,0.63,0.46,0.59
b_1,1.41,1.61,1.43,0.75,0.35,1.48,0.59,0.79,0.6,0.56,1.28,0.56,0.56,0.62,0.71,0.5
a_1,1.5,1.6,1.25,1.44,0.78,0.3,0.72,0.58,0.54,0.55,0.82,0.58,0.58,2.13,0.42,0.64
h_1,1.06,0.85,0.88,1.02,1.13,0.92,0.26,0.57,0.36,0.46,0.38,0.43,0.64,0.37,0.44,0.44
g_1,1.01,0.95,0.96,0.98,0.88,1.16,0.4,0.23,0.42,0.48,0.45,0.4,0.34,0.42,0.48,0.48
c_0,0.93,1.1,0.57,1.79,1.41,1.18,0.57,0.58,0.26,0.43,0.51,0.39,0.37,0.44,0.37,0.44
d_0,1.01,0.53,1.52,1.24,1.11,1.03,0.55,0.69,0.57,0.27,0.42,0.39,0.35,0.37,0.4,0.42
b_0,1.11,0.84,0.88,1.19,2.22,0.75,0.49,0.48,0.26,0.49,0.25,0.38,0.34,0.66,0.36,0.39
f_0,2.26,0.82,0.89,0.85,1.17,0.9,0.53,0.44,0.41,0.41,0.47,0.24,0.36,0.4,0.26,0.45
h_0,1.18,0.92,0.9,0.96,0.93,0.8,0.71,0.61,0.43,0.5,0.46,0.41,0.67,0.4,0.43,0.36
a_0,1.21,0.76,0.91,0.95,1.22,,0.63,0.5,0.48,0.52,0.22,0.38,0.35,0.21,0.36,0.4
g_0,1.15,0.95,1.05,1.07,0.91,0.82,0.4,0.92,0.35,0.39,0.36,0.51,0.25,0.39,0.55,0.37
e_0,1.24,1.55,0.94,0.92,1.11,0.88,0.5,0.4,0.36,0.42,0.45,0.2,0.35,0.32,0.44,0.2
