,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,11264.63,3329.99,2679.73,4509.38,5914.4,27765.76,3300981.92,14782407.05,7190993.66,12938579.42,21885975.17,24395811.99,68172445.03,114793206.82,85440040.09,197712489.47
f_1,4223.96,12094.73,3440.7,3913.89,5741.66,28563.39,2433884.32,8428437.64,7346360.43,13915081.15,19137994.58,8548991.54,72747892.19,84594194.98,99605221.52,143675157.66
d_1,2212.61,3018.58,18785.84,2780.35,8095.11,28398.97,3209131.78,3746747.86,7912858.46,29151747.6,23113550.05,25730717.99,94400622.35,101981805.87,152925112.61,173654092.06
c_1,2181.92,2260.77,4229.57,19092.04,10638.43,24020.68,3121738.26,8072791.32,7710466.7,5932031.23,15695524.08,30264922.37,90263543.29,100796535.99,128756785.54,154272611.94
b_1,2301.3,2274.22,4385.64,3818.95,39168.65,53359.53,2797970.83,7566200.71,7057311.24,12847457.53,7357273.32,23771891.23,67691664.4,82932222.15,125186571.52,188233431.81
a_1,2289.23,2603.23,4444.9,3944.85,6879.74,241045.82,3061511.51,9601124.01,8660804.97,13174216.72,22495296.81,25340589.53,84088354.27,51458949.64,109193149.09,173924417.11
h_1,3152.0,4756.25,5132.76,4023.38,6227.81,32198.14,10721156.43,9757371.16,10929181.65,15584716.52,25994806.46,32177846.45,54505121.24,136980679.47,137238694.86,266853017.79
d_0,3384.26,3233.6,1902.14,8764.31,7156.71,35877.93,3916735.37,19830587.87,8632670.06,13224745.16,23631642.24,29023155.62,95074912.51,93098373.31,135408845.6,225071459.57
g_1,2507.28,2698.72,6321.59,4740.93,9763.94,32855.25,3739938.29,9729170.67,31905601.49,14888970.24,22056199.42,48897707.85,94822053.7,133344024.27,135332601.88,106741207.11
c_0,3213.74,3704.61,5292.37,2924.2,6675.43,31166.78,4206804.56,9692477.72,9509739.78,40402931.2,44401187.05,34985572.92,98108666.44,143323498.19,163518444.94,226410154.54
b_0,3178.2,3899.32,4746.08,5098.35,3966.69,30987.69,4008354.91,10805242.18,9684085.0,17389262.64,52238367.05,31923257.37,116758664.49,257245505.19,157302831.54,249437347.15
f_0,2684.37,1723.47,5971.19,4801.42,8652.46,28726.97,5202293.34,8894163.46,9504083.42,17206917.49,33207289.09,74868201.68,100015529.26,157092689.62,338079957.11,238084476.84
h_0,2264.25,4627.48,4638.2,4529.3,9328.1,34341.91,2412267.89,9861240.86,12225609.58,19674823.11,28742920.51,34772972.21,61937059.92,122099464.43,159387322.84,283999229.79
a_0,2774.33,3669.75,6134.13,4487.03,6082.71,21845.71,4872953.9,10125391.34,11651564.02,18504280.83,26886448.9,32162863.75,123293688.83,397633223.72,192641123.13,223058142.57
e_0,1399.82,3992.76,4670.69,5173.47,7715.51,40406.51,5838135.71,10731768.37,9951601.16,17306784.64,26686782.73,27817052.83,125172095.94,154708536.44,474143262.54,254763544.05
g_0,2484.68,2448.39,7589.87,5470.79,7960.45,36594.57,4365452.83,8899515.23,3691723.01,17823405.08,27783499.82,54170050.25,87359691.96,112515299.23,155688832.48,152150449.92
