,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.91,1.56,1.69,1.4,1.22,0.58,0.66,0.53,0.62,0.49,0.54,0.43,0.47,0.87,0.46
f_1,1.67,0.66,1.25,1.34,1.29,1.32,0.52,0.77,0.43,0.45,0.54,0.59,0.3,0.48,0.34,0.45
d_1,1.46,1.74,0.64,1.5,1.43,1.26,0.66,0.43,0.53,0.91,0.48,0.49,0.4,0.53,0.45,0.31
c_1,1.23,1.55,1.64,0.63,1.77,1.31,0.66,0.76,0.67,0.34,0.53,0.49,0.45,0.5,0.48,0.43
b_1,1.44,1.55,1.82,0.93,0.62,2.05,0.8,0.77,0.74,0.63,0.79,0.6,0.66,0.55,0.56,0.43
a_1,1.87,1.9,1.59,1.87,1.03,0.57,0.92,0.8,0.74,0.71,0.9,0.75,0.72,1.24,0.72,0.56
h_1,2.37,2.42,2.1,2.28,2.19,1.62,0.57,1.13,0.85,0.75,0.78,0.88,0.86,0.67,0.62,0.78
g_1,2.15,2.56,2.33,2.21,2.48,2.08,0.84,0.56,0.89,0.86,0.84,1.06,0.54,0.8,0.79,0.65
c_0,2.52,2.59,1.45,4.48,2.38,2.11,1.01,1.02,0.62,1.22,1.01,0.91,0.83,0.86,1.0,0.67
d_0,1.6,2.64,3.13,2.72,2.28,2.23,1.22,1.06,0.86,0.63,0.9,0.86,0.73,0.76,0.81,0.72
b_0,2.44,2.59,2.22,2.79,3.52,1.75,1.22,1.01,0.61,0.95,0.6,0.86,0.64,0.96,0.83,0.61
f_0,2.29,4.43,2.35,2.81,2.49,2.18,1.0,0.66,0.86,0.88,0.88,0.6,0.86,0.93,1.29,0.55
h_0,2.51,3.2,2.75,2.55,2.49,1.89,1.54,1.32,0.89,0.91,1.08,0.83,0.97,0.95,0.9,0.74
a_0,2.55,3.22,2.23,3.69,3.04,3.19,1.24,1.36,0.94,1.36,0.61,1.01,0.7,0.57,1.27,0.79
e_0,4.03,4.07,2.84,2.51,2.44,2.57,1.44,1.24,1.01,1.02,1.18,0.66,0.87,0.94,0.57,0.82
g_0,2.62,3.11,2.93,3.24,3.09,3.18,0.91,1.9,1.01,1.22,1.18,1.14,0.74,0.95,1.04,1.03
