,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.75,1.1,1.26,1.07,0.91,0.45,0.51,0.41,0.48,0.4,0.47,0.33,0.36,0.5,0.39
f_1,1.18,0.65,1.0,1.06,0.99,0.97,0.4,0.55,0.36,0.36,0.4,0.39,0.25,0.34,0.27,0.34
d_1,1.17,1.25,0.63,1.11,1.08,0.99,0.45,0.36,0.42,0.52,0.37,0.38,0.32,0.4,0.35,0.22
c_1,0.98,1.1,1.43,0.63,1.28,1.01,0.52,0.52,0.47,0.27,0.39,0.38,0.35,0.38,0.36,0.31
b_1,1.12,1.29,1.31,0.71,0.62,1.4,0.63,0.54,0.54,0.42,0.54,0.46,0.42,0.47,0.43,0.37
a_1,1.4,1.44,1.26,1.42,0.81,0.57,0.68,0.58,0.56,0.55,0.73,0.56,0.54,0.63,0.49,0.4
h_1,1.86,2.03,1.59,1.9,1.72,1.32,0.54,0.91,0.62,0.6,0.6,0.68,0.59,0.58,0.54,0.56
g_1,1.72,1.84,1.87,1.99,1.82,1.58,0.7,0.54,0.7,0.71,0.67,0.74,0.43,0.58,0.61,0.49
c_0,2.02,2.07,1.26,2.89,1.93,1.51,0.86,0.8,0.56,1.0,0.81,0.68,0.59,0.68,0.77,0.53
d_0,1.33,2.15,2.45,2.18,1.98,1.63,0.95,0.89,0.68,0.59,0.75,0.67,0.6,0.6,0.7,0.62
b_0,1.91,2.1,1.73,2.43,2.36,1.4,0.98,0.83,0.49,0.76,0.55,0.64,0.59,0.8,0.64,0.49
f_0,1.75,2.64,1.93,2.29,1.93,1.72,0.81,0.58,0.77,0.78,0.79,0.55,0.66,0.74,1.07,0.45
h_0,2.0,2.57,2.09,2.17,1.99,1.59,1.14,1.07,0.73,0.82,0.76,0.71,0.69,0.74,0.77,0.66
a_0,2.16,2.54,1.85,2.54,2.31,2.32,0.99,1.06,0.69,0.99,0.51,0.8,0.57,0.54,0.92,0.6
e_0,2.69,3.09,2.34,2.18,2.08,1.85,1.17,0.95,0.82,0.87,0.94,0.53,0.76,0.76,0.54,0.66
g_0,2.14,2.61,2.16,2.7,2.55,2.15,0.81,1.42,0.79,0.91,0.87,0.94,0.62,0.76,0.89,0.74
