,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8378.64,7202.5,7304.75,7969.07,8694.43,37168.57,5283701.82,17277477.42,16842586.96,15855333.55,30627542.04,34193269.1,144392571.57,148672242.34,192559117.98,322451416.53
e_1,3912.71,11556.92,6783.69,8680.52,9646.56,51608.64,6099753.92,30440710.47,16456533.91,15253312.41,38722514.24,58086023.72,165193317.11,150109633.73,238539385.78,381228794.98
d_1,3525.83,4395.27,23981.89,6199.98,9330.68,49245.14,5926783.77,12120857.54,37503665.01,17650957.69,37066473.61,71228072.11,156133117.73,192634548.12,306270108.32,466527115.87
c_1,3018.39,3787.5,7409.29,24040.16,18329.13,56803.71,5221890.53,15334709.64,9889229.27,12134035.31,22496119.83,60934203.46,133465991.95,150100698.42,303028446.19,384923966.25
b_1,2901.54,4146.89,7223.04,8502.08,31816.89,101512.21,6095408.59,16804143.56,15922709.75,15338647.18,23128553.78,65931609.78,149679796.74,104120593.74,284175508.5,447273633.2
a_1,3428.1,4120.52,9568.01,8440.52,8609.84,246527.8,6482683.9,16954974.47,18443493.87,19631100.14,29306491.27,60291897.98,145635753.52,116888414.99,340093702.37,387243812.19
h_1,4866.12,3937.5,9907.36,9596.02,8549.28,46254.79,12871923.65,17567544.77,18453278.5,23489276.18,35981869.41,62645988.24,106063768.54,199851316.77,333913566.34,560770889.7
d_0,3681.37,3830.17,5563.35,16636.84,11092.37,53360.87,6850950.19,29298555.93,14184709.03,19011947.88,31889022.65,67770069.12,174447297.24,172433053.49,307412590.87,389681120.5
c_0,4132.8,5132.96,9268.76,8345.35,7601.24,52869.17,6847817.19,16558937.78,34515555.52,20018033.45,71374438.53,62481868.43,166563278.28,247227373.06,341364023.39,484465840.05
g_1,3247.52,4311.1,13873.93,9171.92,9790.32,48605.79,5829887.56,17340630.65,19323658.14,43799400.33,38471267.22,105943678.36,169686339.75,152479152.79,314904951.7,335613710.69
b_0,4188.99,4302.46,10037.83,10150.83,6054.46,57223.74,6511567.25,21262963.15,19931974.03,16436352.16,64791937.13,58435312.65,185917452.28,360384534.65,299731976.18,418957265.38
f_0,2865.72,2991.78,10742.52,10044.6,11463.56,61643.5,8196715.98,16952144.02,24086560.4,19030289.35,45157516.94,140366738.54,174837326.5,216496440.39,745978683.06,536715417.47
h_0,4788.98,4709.17,9038.71,8708.15,9624.9,63927.9,4443429.03,17232924.87,18841430.41,25117935.67,38910307.67,66864000.61,121539656.12,138526155.93,294777786.88,569775203.38
a_0,4045.53,4573.67,9761.58,9940.03,10864.46,33687.29,7827016.48,17894034.52,22123378.12,20673122.55,42530065.51,67081048.81,179874546.49,381058606.17,309267267.14,457015725.88
e_0,3786.81,3155.84,9588.72,10248.51,10724.13,68413.87,7644743.5,15788400.29,22261649.24,19193761.49,42843271.41,58267740.8,197729740.44,199888637.27,701005805.51,541494390.36
g_0,3482.71,3514.63,14664.24,8643.83,8273.97,59698.14,7007803.14,14811138.09,22393374.97,15138705.1,43859556.8,104016585.37,165239783.09,183026540.12,399241472.08,421874327.8
