,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.13,2.89,5.26,5.57,5.33,5.84,1.79,1.31,1.21,1.49,0.96,1.3,0.78,1.06,0.89,2.53
f_1,4.49,1.13,4.32,5.17,6.15,6.15,1.17,1.17,1.12,1.47,1.1,2.16,0.54,1.27,1.06,1.12
d_1,5.86,5.66,1.12,6.91,5.13,4.67,1.35,2.65,1.03,1.07,1.08,0.98,0.78,1.13,0.42,0.87
c_1,4.68,6.25,6.17,1.13,6.04,4.98,1.8,0.67,2.2,1.69,1.2,1.15,0.87,1.21,0.86,1.04
b_1,6.81,7.19,8.26,3.29,1.13,6.55,1.95,1.36,1.71,2.39,2.81,1.23,1.1,1.48,0.95,1.32
a_1,11.18,11.07,9.43,9.33,4.72,1.14,2.86,2.11,1.92,3.74,3.17,1.68,1.48,4.26,1.74,1.61
h_1,18.99,17.85,15.69,20.72,17.74,14.29,1.78,3.94,3.34,4.87,3.95,3.06,4.52,3.09,2.74,2.86
d_0,11.32,22.29,47.29,21.27,21.9,20.27,6.01,2.33,4.65,6.07,4.73,4.38,3.12,4.17,3.89,4.49
c_0,21.37,21.86,11.99,44.94,22.07,21.35,5.81,6.6,2.28,6.35,4.23,4.71,2.87,5.01,3.03,4.37
g_1,21.5,19.71,25.6,24.55,23.89,22.57,4.26,3.92,4.13,1.84,4.17,4.62,2.42,3.77,4.85,3.49
b_0,23.77,22.58,20.64,37.99,49.0,20.27,7.5,5.04,2.4,6.59,2.28,4.58,4.1,5.08,3.34,5.27
f_0,30.68,58.79,26.81,31.28,30.76,28.37,10.47,6.36,5.57,4.68,6.17,2.4,4.14,6.0,2.6,5.82
h_0,31.77,35.52,39.59,33.95,38.04,28.37,20.68,7.59,8.56,11.34,5.82,6.53,8.2,6.0,5.45,6.38
a_0,41.74,36.28,34.74,46.93,39.6,48.44,9.64,9.41,6.05,10.65,3.93,7.54,5.22,2.44,5.21,5.93
g_0,41.26,41.59,38.26,42.55,45.17,44.13,8.74,9.94,8.89,18.21,8.9,8.31,4.52,6.83,10.73,6.51
e_0,99.72,52.46,40.06,37.99,43.15,38.19,12.11,8.4,8.67,10.03,9.45,4.15,8.2,8.08,7.38,2.86
