,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.84,1.05,1.63,1.44,2.91,22.14,28.93,45.51,34.37,53.08,50.71,80.21,94.16,117.73,142.21
f_1,1.19,1.0,1.1,1.3,1.17,2.54,14.18,25.24,25.96,33.81,37.12,43.27,60.51,89.84,82.79,110.98
d_1,0.96,0.91,1.0,0.98,1.07,2.26,14.71,18.64,22.5,39.48,35.8,39.74,62.73,85.69,77.11,75.54
c_1,0.61,0.76,1.01,1.0,1.53,2.14,14.32,16.89,17.54,23.33,32.28,28.55,56.83,72.62,80.81,101.78
b_1,0.68,0.87,0.94,0.66,1.0,3.12,12.87,18.68,23.98,30.75,34.46,32.25,56.53,59.44,88.32,100.1
a_1,0.35,0.39,0.44,0.47,0.32,1.0,6.85,10.24,10.59,13.05,15.48,20.31,27.35,35.93,42.82,41.85
h_1,0.05,0.07,0.07,0.07,0.07,0.14,1.0,1.6,1.75,1.85,2.18,2.81,3.9,4.71,5.49,8.71
g_1,0.04,0.04,0.06,0.06,0.05,0.1,0.64,1.0,1.05,1.44,2.1,1.63,2.19,3.26,3.86,4.48
d_0,0.02,0.04,0.05,0.06,0.04,0.09,0.61,0.91,1.0,1.0,1.57,1.36,2.28,3.15,3.59,4.55
c_0,0.03,0.03,0.03,0.04,0.03,0.08,0.55,0.67,0.95,1.0,1.38,1.72,2.09,2.93,2.57,3.52
f_0,0.02,0.03,0.03,0.03,0.03,0.07,0.46,0.48,0.69,0.66,1.0,0.96,1.68,1.86,3.85,2.45
b_0,0.02,0.02,0.02,0.04,0.03,0.05,0.35,0.65,0.73,0.58,1.1,1.0,1.66,3.16,2.4,2.63
h_0,0.01,0.02,0.02,0.02,0.02,0.03,0.25,0.45,0.44,0.48,0.6,0.61,1.0,1.42,1.27,1.98
a_0,0.01,0.01,0.01,0.01,0.02,0.02,0.22,0.32,0.3,0.33,0.51,0.32,0.69,1.0,1.17,1.64
e_0,0.01,0.01,0.01,0.01,0.01,0.02,0.18,0.25,0.29,0.38,0.29,0.43,0.81,0.82,1.0,1.04
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.12,0.23,0.22,0.29,0.43,0.38,0.5,0.59,0.98,1.0
