,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.91,1.06,0.91,0.77,0.55,0.42,0.62,0.39,0.4,0.43,0.41,0.34,0.32,0.3
f_1,1.28,1.0,0.84,1.0,0.83,0.61,0.36,0.47,0.39,0.38,0.38,0.36,0.27,0.31,0.31,0.3
d_1,1.09,1.2,1.0,0.82,0.91,0.75,0.52,0.39,0.45,0.55,0.43,0.35,0.39,0.33,0.29,0.26
c_1,0.95,1.0,1.22,1.0,1.27,0.8,0.44,0.47,0.34,0.37,0.34,0.34,0.38,0.29,0.3,0.37
b_1,1.1,1.21,1.1,0.79,1.0,1.16,0.58,0.57,0.49,0.52,0.35,0.4,0.41,0.35,0.37,0.3
a_1,1.3,1.62,1.33,1.24,0.87,1.0,0.77,0.6,0.61,0.63,0.65,0.59,0.46,0.63,0.45,0.43
h_1,1.87,2.8,1.88,2.19,1.7,1.32,1.0,1.11,0.8,0.79,0.78,0.68,0.7,0.55,0.54,0.74
g_1,2.33,2.14,2.61,2.14,1.92,1.64,0.9,1.0,0.91,0.92,0.9,1.01,0.66,0.7,0.59,0.65
d_0,1.57,2.42,2.26,3.12,2.05,1.57,1.18,1.01,1.0,0.84,0.91,0.88,0.8,0.68,0.83,0.8
c_0,2.75,2.65,1.76,2.74,1.79,1.53,1.32,1.07,1.19,1.0,1.42,1.09,0.8,0.74,0.82,0.79
b_0,2.4,2.72,2.29,3.12,2.73,1.43,1.23,1.06,1.11,0.7,1.0,0.84,1.07,1.2,0.87,0.9
f_0,2.39,2.55,2.68,3.04,2.54,1.74,1.51,0.96,1.0,0.94,1.12,1.0,0.93,0.88,1.21,0.71
h_0,2.58,3.56,2.67,2.69,2.42,2.19,1.35,1.46,1.25,1.24,0.95,1.02,1.0,0.81,0.82,1.02
a_0,2.99,3.34,3.07,3.62,2.67,1.81,1.79,1.4,1.45,1.33,0.79,0.99,1.17,1.0,0.91,0.96
e_0,3.04,3.16,3.54,3.02,3.16,1.9,2.02,1.8,1.25,1.3,1.16,0.83,1.25,1.18,1.0,1.0
g_0,3.19,3.4,4.08,2.72,3.22,2.27,1.31,1.57,1.25,1.3,1.17,1.38,1.0,1.01,0.97,1.0
