,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.51,0.97,0.83,0.96,0.68,0.47,0.47,0.45,0.39,0.37,0.45,0.33,0.38,0.55,0.34
f_1,0.95,0.4,0.78,0.74,0.82,0.72,0.31,0.39,0.45,0.31,0.34,0.55,0.25,0.29,0.31,0.32
c_1,0.64,0.87,0.4,0.9,0.89,0.95,0.44,0.23,0.48,0.5,0.33,0.35,0.3,0.36,0.33,0.32
d_1,0.9,0.89,0.82,0.38,0.81,0.72,0.48,0.5,0.29,0.38,0.36,0.32,0.27,0.38,0.36,0.22
b_1,0.78,1.0,0.52,0.83,0.36,0.99,0.42,0.39,0.47,0.47,0.68,0.37,0.38,0.42,0.36,0.36
a_1,1.01,0.81,0.86,0.97,0.46,0.3,0.55,0.44,0.54,0.36,0.46,0.35,0.32,0.54,0.37,0.31
h_1,0.69,0.85,0.65,0.72,0.73,0.61,0.23,0.33,0.47,0.28,0.33,0.33,0.38,0.36,0.34,0.28
d_0,0.43,0.72,0.97,1.1,0.79,0.69,0.42,0.25,0.5,0.3,0.34,0.32,0.28,0.31,0.35,0.35
g_1,0.75,0.83,0.74,0.7,0.73,0.67,0.3,0.32,0.22,0.36,0.3,0.34,0.24,0.32,0.34,0.32
c_0,0.67,0.82,1.32,0.47,0.68,0.76,0.5,0.47,0.36,0.24,0.42,0.35,0.3,0.31,0.39,0.29
b_0,0.67,0.76,0.94,0.66,0.88,0.67,0.39,0.35,0.45,0.2,0.23,0.33,0.27,0.33,0.33,0.31
f_0,0.61,1.07,0.74,0.72,0.74,0.75,0.38,0.34,0.29,0.33,0.3,0.22,0.3,0.36,0.36,0.2
h_0,0.64,0.84,0.74,0.69,0.69,0.65,0.48,0.37,0.38,0.3,0.32,0.33,0.34,0.29,0.32,0.31
a_0,0.66,0.88,0.75,0.61,0.88,1.04,0.37,0.36,0.45,0.29,0.2,0.3,0.29,0.2,0.35,0.27
e_0,0.76,1.01,0.74,0.71,0.7,0.64,0.41,0.3,0.34,0.27,0.31,0.19,0.29,0.27,0.2,0.26
g_0,0.69,0.8,0.79,0.76,0.63,0.67,0.35,0.3,0.45,0.33,0.34,0.34,0.2,0.3,0.29,0.33
