,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,8682.77,3257.04,3145.6,5708.69,8432.24,40729.81,2953271.12,25459552.82,10567524.92,15068021.68,33957662.5,49624157.24,70680316.13,142487251.12,69690583.25,320653675.46
f_1,4030.7,11413.25,3984.08,4356.97,6790.31,32503.75,2925319.01,11114151.2,9733395.16,16770774.81,27849807.98,16763685.31,82184001.51,147048101.32,103884596.78,242215628.19
d_1,2374.19,2958.28,16699.77,3609.49,7615.68,37183.39,3580032.66,6129022.31,11162202.17,32087083.77,33362979.05,47970861.54,90652767.53,157500032.16,196846411.96,339079581.73
c_1,2221.69,2735.61,3739.0,20663.22,15749.1,43972.37,3208983.88,12157249.87,8458120.84,6286724.67,21049476.09,43244270.33,73799384.46,153041862.31,137226436.21,345553486.24
b_1,1898.2,3044.95,4537.84,4998.58,42234.95,82075.14,2910302.84,12947571.36,9965834.37,13875989.98,10285235.21,44824099.04,61339988.63,136699666.87,180737815.89,241325892.52
a_1,2502.7,3230.51,3300.89,5835.29,8597.31,302463.79,3572071.53,10571778.93,10112551.12,16008894.3,33238703.9,45626899.24,35829527.18,135361620.66,145018619.29,249306948.68
h_1,3058.74,5239.19,4926.22,5492.08,9798.75,39796.75,9458049.22,14092144.23,13519661.27,17582549.31,33764038.66,47553230.05,105294543.9,109765524.48,176111910.54,466388554.45
d_0,2580.46,3477.66,2668.71,11734.13,9893.65,50861.71,3569213.11,30265892.53,13472611.9,13906774.92,39098234.63,55728046.53,101947199.22,189473077.79,162762658.08,316596324.5
g_1,2423.82,2626.07,7774.48,6081.88,9703.56,45172.37,4301206.85,13931878.29,38747361.35,23479465.84,35750230.9,83178481.96,112093660.12,186329482.23,206022945.52,286738382.86
c_0,2936.51,3867.02,5829.66,4379.05,6360.68,42618.7,4591080.62,17114417.26,14705596.47,40660820.57,74320842.5,59456759.47,124505945.11,188749345.64,207139891.77,422940115.76
b_0,2809.51,4246.14,4867.62,6545.64,6282.54,39661.15,4758400.0,16895001.65,15377333.59,20614868.7,74825490.19,60826956.39,220144956.27,183914100.05,194181305.22,393394555.54
f_0,1937.05,2249.49,6005.51,7019.25,11185.27,52489.22,4712126.77,16790925.67,13668856.95,21383642.04,42374580.29,120568486.91,124676384.46,192323654.49,428033801.61,448553011.1
a_0,3413.17,3460.19,4894.65,6652.06,10682.19,36536.48,4622865.03,16245193.9,12537463.65,17480117.03,32098504.89,57995749.35,271937744.53,192152278.55,203471953.86,337225920.7
h_0,2890.62,4973.44,5408.66,5740.35,9147.32,39155.19,2238874.58,15320404.52,17631899.04,20351885.49,33197891.02,54913883.64,99813834.08,124063206.89,184569769.64,545192017.47
e_0,1553.89,3860.12,5813.26,5893.64,10662.25,67564.57,4140319.98,13962811.28,13989897.1,24731247.44,42995528.72,62459626.11,109162788.24,220207569.91,480281153.2,408546349.59
g_0,2526.79,3155.74,7997.05,5831.13,12126.12,38613.67,3905886.11,13066829.07,7671197.35,17900641.28,34578277.17,91330691.95,98476303.41,187830626.1,225188963.13,242185555.48
